occupation,count,corrected_occupation,change_category,unknown_words,suggested_occupation
Presbn Clergyman,1,Presbn Clergyman,UNCHANGED,Presbn,Resin Clergyman
Presby,1,Presby,UNCHANGED,Presby,Presay
Presby and Minister,1,Presby and Minister,UNCHANGED,Presby,Presay and Minister
Presby Minastar,1,Presby Minastar,UNCHANGED,Presby; Minastar,Presay Minestra
Presbyn Minister ?,1,Presbyn Minister ?,UNCHANGED,Presbyn,Preseen Minister ?
Presbyn Minister General Assembly,1,Presbyn Minister General Assembly,UNCHANGED,Presbyn,Preseen Minister General Assembly
Presbyn. Minister,1,Presbyn. Minister,UNCHANGED,Presbyn,Preseen. Minister
Presbyr-Minister,1,Presbyr Minister,NORMALIZATION,Presbyr,Pressor Minister
Presbyterain Clergyman,1,Presbyterain Clergyman,UNCHANGED,Presbyterain,Presbyterian Clergyman
Presbyterian Clergeman,1,Presbyterian Clergeman,UNCHANGED,Clergeman,Presbyterian Clergyman
Presbyterian Clergman (BA; RUI),1,Presbyterian Clergman BA; RUI,NORMALIZATION,Clergman; RUI,Presbyterian Clergyman BA; qui
"Presbyterian Clergy Man M.A, L.C.D.",1,"Presbyterian Clergy Man M.A, L.C.D.",UNCHANGED,M.A; L.C.D,"Presbyterian Clergy Man Mia, Laced."
Presbyterian Clergyman B A J.C.O,1,Presbyterian Clergyman B A J.C.O,UNCHANGED,J.C.O,Presbyterian Clergyman B A Jacko
Presbyterian Clergyman B.A. (R.U.I.),1,Presbyterian Clergyman B.A. R.U.I.,NORMALIZATION,B.A; R.U.I,Presbyterian Clergyman Baa. Rauli.
Presbyterian Clergyman B.A. of Royal University,1,Presbyterian Clergyman B.A. of Royal University,UNCHANGED,B.A,Presbyterian Clergyman Baa. of Royal University
Presbyterian Clergyman Incumbert Presbyterian Church in Ireland,1,Presbyterian Clergyman Incumbert Presbyterian Church in Ireland,UNCHANGED,Incumbert,Presbyterian Clergyman Incumbers Presbyterian Church in Ireland
Presbyterian Clerkman's Widow,1,Presbyterian Clerkman's Widow,UNCHANGED,Clerkman's,Presbyterian Clergyman's Widow
Presbyterian Minester,1,Presbyterian Minester,UNCHANGED,Minester,Presbyterian Minister
Presbyterian Minisiter (Retired),1,Presbyterian Minisiter Retired,NORMALIZATION,Minisiter,Presbyterian Minister Retired
Presbyterian Minister (Garlinon Chaplain),1,Presbyterian Minister Garlinon Chaplain,NORMALIZATION,Garlinon,Presbyterian Minister Garlion Chaplain
Presbyterian Minister A.M.L Co,1,Presbyterian Minister A.M.L Co,UNCHANGED,A.M.L,Presbyterian Minister Amyl Co
Presbyterian Minister and Barrister not in Practice,1,Presbyterian Minister and Barrister not in Practice,UNCHANGED,Practice,Presbyterian Minister and Barrister not in Practic
Presbyterian Minister B A: R.U.S (Farmer),1,Presbyterian Minister B A: R.U.S Farmer,NORMALIZATION,R.U.S,Presbyterian Minister B A: Rugs Farmer
Presbyterian Minister B.A,1,Presbyterian Minister B.A,UNCHANGED,B.A,Presbyterian Minister Baa
Presbyterian Minister B.A.,1,Presbyterian Minister B.A.,UNCHANGED,B.A,Presbyterian Minister Baa.
"Presbyterian Minister B.A., LL.D",1,"Presbyterian Minister B.A., LL.D",UNCHANGED,B.A; LL.D,"Presbyterian Minister Baa., lind"
"Presbyterian Minister B.A., R.U.I.",1,"Presbyterian Minister B.A., R.U.I.",UNCHANGED,B.A; R.U.I,"Presbyterian Minister Baa., Rauli."
Presbyterian Minister Bandon Clerk of Cork Presbyttery Acting Captain Military Kindale,1,Presbyterian Minister Bandon Clerk of Cork Presbyttery Acting Captain Military Kindale,UNCHANGED,Presbyttery; Kindale,Presbyterian Minister Bandon Clerk of Cork Presbytery Acting Captain Military Kindle
Presbyterian Minister in Commision with G.Ass only,1,Presbyterian Minister in Commision with G.Ass only,UNCHANGED,Commision; G.Ass,Presbyterian Minister in Commission with Glass only
Presbyterian Minister in Connecion with Gen Assembly,1,Presbyterian Minister in Connecion with Gen Assembly,UNCHANGED,Connecion,Presbyterian Minister in Connexion with Gen Assembly
"Presbyterian Minister in Connection with ""General Assembly""",1,"Presbyterian Minister in Connection with ""General Assembly""",UNCHANGED,Connection,"Presbyterian Minister in Confection with ""General Assembly"""
"Presbyterian Minister in Connexion with General Assembly, B. A., R.U. I.",1,"Presbyterian Minister in Connexion with General Assembly, B. A., R.U. I.",UNCHANGED,R.U,"Presbyterian Minister in Connexion with General Assembly, B. A., Leu. I."
Presbyterian Minister M.A.,1,Presbyterian Minister M.A.,UNCHANGED,M.A,Presbyterian Minister Mia.
Presbyterian Minister M.A. Q.U.I.,1,Presbyterian Minister M.A. Q.U.I.,UNCHANGED,M.A; Q.U.I,Presbyterian Minister Mia. Quei.
Presbyterian Minister Middletown,1,Presbyterian Minister Middletown,UNCHANGED,Middletown,Presbyterian Minister Middletone
Presbyterian Minister of Corvalley Church,1,Presbyterian Minister of Corvalley Church,UNCHANGED,Corvalley,Presbyterian Minister of Coevally Church
Presbyterian Minister of Rasharkin,1,Presbyterian Minister of Rasharkin,UNCHANGED,Rasharkin,Presbyterian Minister of Rasharkin
"Presbyterian Minister, M.A.",1,"Presbyterian Minister, M.A.",UNCHANGED,M.A,"Presbyterian Minister, Mia."
Presbyterian Minister-B.A of A.U.I,1,Presbyterian Minister B.A of A.U.I,NORMALIZATION,B.A; A.U.I,Presbyterian Minister Baa of Arui
Presbyterian Ministres,1,Presbyterian Ministres,UNCHANGED,Ministres,Presbyterian Ministrer
Presbyterian Munster (Lieuntist),1,Presbyterian Munster Lieuntist,NORMALIZATION,Lieuntist,Presbyterian Munster Lieuntist
Presbyterien Minister,1,Presbyterien Minister,UNCHANGED,Presbyterien,Presbyteries Minister
Presbytern Minister,1,Presbytern Minister,UNCHANGED,Presbytern,Presbyters Minister
Presbytr Clergyman,1,Presbytr Clergyman,UNCHANGED,Presbytr,Presbyte Clergyman
Presbytrian Minister,1,Presbytrian Minister,UNCHANGED,Presbytrian,Presbyterian Minister
Presdantial Assurance Agent,1,Presdantial Assurance Agent,UNCHANGED,Presdantial,Presential Assurance Agent
Presentaterer Convent Cook,1,Presentaterer Convent Cook,UNCHANGED,Presentaterer,Presentaterer Convent Cook
Preserve Man Private 2nd Dragoon Guard,1,Preserve Man Private 2nd Dragoon Guard,UNCHANGED,2nd,Preserve Man Private Nd Dragoon Guard
Preserving Manufry Factory Girl,1,Preserving Manufry Factory Girl,UNCHANGED,Manufry,Preserving Manuary Factory Girl
President of Collage and R.C. Priest,1,President of Collage and R.C. Priest,UNCHANGED,R.C,President of Collage and Rec. Priest
"President of College M.A., D.D., L.L.D.",1,"President of College M.A., D.D., L.L.D.",UNCHANGED,M.A; D.D; L.L.D,"President of College Mia., Dtd., L.L.D."
"President of Queen's College, Galway and Professor of Natural Philisopy",1,"President of Queen's College, Galway and Professor of Natural Philisopy",UNCHANGED,Galway; Philisopy,"President of Queen's College, Galways and Professor of Natural Philosoph"
Presn Church Sexton,1,Presn Church Sexton,UNCHANGED,Presn,Pres Church Sexton
Presn Minister,1,Presn Minister,UNCHANGED,Presn,Pres Minister
Presn of Music,1,Presn of Music,UNCHANGED,Presn,Pres of Music
Presn. Minister,1,Presn. Minister,UNCHANGED,Presn,Pres. Minister
Presor,1,Presor,UNCHANGED,Presor,Pretor
Prespeterian Minister,1,Prespeterian Minister,UNCHANGED,Prespeterian,Presbyterian Minister
Press Conector,1,Press Conector,UNCHANGED,Conector,Press Conrector
Press Correspendent,1,Press Correspendent,UNCHANGED,Correspendent,Press Correspondent
Press Correspt,1,Press Correspt,UNCHANGED,Correspt,Press Corresp
Press Corsespondent,1,Press Corsespondent,UNCHANGED,Corsespondent,Press Correspondent
Presser in Wooden Warr,1,Presser in Wooden Warr,UNCHANGED,Warr,Presser in Wooden Wirr
Presterran Minister,1,Presterran Minister,UNCHANGED,Presterran,Presternal Minister
Presyterian Minister,1,Presyterian Minister,UNCHANGED,Presyterian,Presbyterian Minister
Preture Frame Maker,1,Preture Frame Maker,UNCHANGED,Preture,Pretire Frame Maker
Preumatic Hand,1,Preumatic Hand,UNCHANGED,Preumatic,Pneumatic Hand
Prev. Offr Customs,1,Prev. Offr Customs,UNCHANGED,Offr,Prev. Off Customs
Prevea in Officer H M Customs,1,Prevea in Officer H M Customs,UNCHANGED,Prevea,Preve in Officer H M Customs
Prevelling for Alms,1,Prevelling for Alms,UNCHANGED,Prevelling,Preselling for Alms
Preventive Officer H.M. Customs,1,Preventive Officer H.M. Customs,UNCHANGED,H.M,Preventive Officer Hm. Customs
Prevet Hester,1,Prevet Hester,UNCHANGED,Prevet,Preve Hester
Preveter,1,Preveter,UNCHANGED,Preveter,Preventer
Prewers Clerk,1,Prewers Clerk,UNCHANGED,Prewers,Prefers Clerk
Prfessier and Hair Dresser,1,Prfessier and Hair Dresser,UNCHANGED,Prfessier,Tressier and Hair Dresser
Priast in Holy Orders,1,Priast in Holy Orders,UNCHANGED,Priast,Priest in Holy Orders
Price Fotcher,1,Price Fotcher,UNCHANGED,Fotcher,Price Notcher
Priceing Out (Ropework),1,Priceing Out Ropework,NORMALIZATION,Priceing,Pricing Out Ropework
Pricipal Clerk Stamp and ?,1,Pricipal Clerk Stamp and ?,UNCHANGED,Pricipal,Principal Clerk Stamp and ?
Pridcbe,1,Pridcbe,UNCHANGED,Pridcbe,Pride
Priest and Proffessor of Irish in May Nooth College,1,Priest and Proffessor of Irish in May Nooth College,UNCHANGED,Proffessor; Nooth,Priest and Professor of Irish in May North College
Priest C.C,1,Priest C.C,UNCHANGED,C.C,Priest Crc
Priest Ch of Ireland Rector of Killiagh,1,Priest Ch of Ireland Rector of Killiagh,UNCHANGED,Killiagh,Priest Ch of Ireland Rector of Killings
Priest Chh of Ireland-Curate,1,Priest Chh of Ireland Curate,NORMALIZATION,Chh,Priest Che of Ireland Curate
Priest Chh of Ireland-Rector,1,Priest Chh of Ireland Rector,NORMALIZATION,Chh,Priest Che of Ireland Rector
Priest Church of Ireland Curate of Tullamore,1,Priest Church of Ireland Curate of Tullamore,UNCHANGED,Tullamore,Priest Church of Ireland Curate of Tullamore
Priest Church of Ireland M.A. T.C.D,1,Priest Church of Ireland M.A. T.C.D,UNCHANGED,M.A; T.C.D,Priest Church of Ireland Mia. T.C.D
"Priest Church of Ireland, A.B.",1,"Priest Church of Ireland, A.B.",UNCHANGED,A.B,"Priest Church of Ireland, Alb."
Priest of Church of Ireland and Rector of Kilbehenny Parish,1,Priest of Church of Ireland and Rector of Kilbehenny Parish,UNCHANGED,Kilbehenny,Priest of Church of Ireland and Rector of Kilbehenny Parish
"Priest of Church of Ireland Requis Professor of Divinities University of Dublin, Doctor of Divinity",1,"Priest of Church of Ireland Requis Professor of Divinities University of Dublin, Doctor of Divinity",UNCHANGED,Requis,"Priest of Church of Ireland Requins Professor of Divinities University of Dublin, Doctor of Divinity"
Priest of R.C.C,1,Priest of R.C.C,UNCHANGED,R.C.C,Priest of R.C.C
Priest of the Church of Ireland Bennet-Asst of Birr Parish B.A. T.C.D.,1,Priest of the Church of Ireland Bennet Asst of Birr Parish B.A. T.C.D.,NORMALIZATION,B.A; T.C.D,Priest of the Church of Ireland Bennet Asst of Birr Parish Baa. T.C.D.
Priest P.P,1,Priest P.P,UNCHANGED,P.P,Priest Pp
Priest R.C. Church,1,Priest R.C. Church,UNCHANGED,R.C,Priest Rec. Church
"Priest, Bursor",1,"Priest, Bursor",UNCHANGED,Bursor,"Priest, Cursor"
"Priest, Rector of Fethard",1,"Priest, Rector of Fethard",UNCHANGED,Fethard,"Priest, Rector of Retard"
"Priest:- Rector of S.Matthew, Lisburn",1,"Priest: Rector of S.Matthew, Lisburn",NORMALIZATION,S.Matthew; Lisburn,"Priest: Rector of Matthew, Disturn"
Prilteryer,1,Prilteryer,UNCHANGED,Prilteryer,Philterer
Primala's Wife 18th R I Rqt,1,Primala's Wife 18th R I Rqt,UNCHANGED,Primala's; 18th; Rqt,Primal's Wife Both R I Qt
Primetive Methodist Minister,1,Primetive Methodist Minister,UNCHANGED,Primetive,Primitive Methodist Minister
Prin Teacher N.S.,1,Prin Teacher N.S.,UNCHANGED,N.S,Prin Teacher Ns.
Prin Upol Clerk Means Revenue Department (Exise),1,Prin Upol Clerk Means Revenue Department Exise,NORMALIZATION,Upol; Exise,Prin Urol Clerk Means Revenue Department Exies
Prince of Wales York and Lancashire North Retired Major and JP,1,Prince of Wales York and Lancashire North Retired Major and JP,UNCHANGED,JP,Prince of Wales York and Lancashire North Retired Major and pp
Princepal,1,Princepal,UNCHANGED,Princepal,Principal
Princepel,1,Princepel,UNCHANGED,Princepel,Principes
Principal Assistant to Clerk of Crown and Peace City of Cork and E.R. County of Cork Quarter Sessions and Assize Court City of Cork and Quarter Sessions Court E.R. Coy of Cork,1,Principal Assistant to Clerk of Crown and Peace City of Cork and E.R. County of Cork Quarter Sessions and Assize Court City of Cork and Quarter Sessions Court E.R. Coy of Cork,UNCHANGED,E.R; E.R,Principal Assistant to Clerk of Crown and Peace City of Cork and Er. County of Cork Quarter Sessions and Assize Court City of Cork and Quarter Sessions Court Er. Coy of Cork
Principal City of Dub Techcal Schools,1,Principal City of Dub Techcal Schools,UNCHANGED,Techcal,Principal City of Dub Telical Schools
Principal Clergys Daughter School,1,Principal Clergys Daughter School,UNCHANGED,Clergys,Principal Clergy Daughter School
Principal Clerk in Drury Street Mr.Rowes Print of Works,1,Principal Clerk in Drury Street Mr.Rowes Print of Works,UNCHANGED,Mr.Rowes,Principal Clerk in Drury Street Merrowes Print of Works
Principal Clerk R I. Constabalary Depart,1,Principal Clerk R I. Constabalary Depart,UNCHANGED,Constabalary,Principal Clerk R I. Constabulary Depart
Principal Clerk-Secys Office G.P.O. Dublin,1,Principal Clerk Secys Office G.P.O. Dublin,NORMALIZATION,Secys; G.P.O,Principal Clerk Secus Office Gapo. Dublin
Principal Clk G.P.O.,1,Principal Clk G.P.O.,UNCHANGED,G.P.O,Principal Clk Gapo.
Principal Court Offr of Customs,1,Principal Court Offr of Customs,UNCHANGED,Offr,Principal Court Off of Customs
Principal Ligh Keeper,1,Principal Ligh Keeper,UNCHANGED,Ligh,Principal Lige Keeper
Principal N.S. Teacher,1,Principal N.S. Teacher,UNCHANGED,N.S,Principal Ns. Teacher
Principal Nerger Cork Cathedrel,1,Principal Nerger Cork Cathedrel,UNCHANGED,Nerger; Cathedrel,Principal Verger Cork Cathedral
Principal of Collegate School,1,Principal of Collegate School,UNCHANGED,Collegate,Principal of Colligate School
Principal of Intermediate School B.Sc (London),1,Principal of Intermediate School B.Sc London,NORMALIZATION,B.Sc,Principal of Intermediate School Bosc London
"Principal of Intermediate School, Inspt house from R.U.I Ex Sub. RCh.",1,"Principal of Intermediate School, Inspt house from R.U.I Ex Sub. RCh.",UNCHANGED,Inspt; R.U.I; RCh,"Principal of Intermediate School, Insp house from Rauli Ex Sub. ach."
Principal of School B.A.,1,Principal of School B.A.,UNCHANGED,B.A,Principal of School Baa.
Principal Teacher of a National School and Deputy and Assistant Register of Births Deaths and Marrigas,1,Principal Teacher of a National School and Deputy and Assistant Register of Births Deaths and Marrigas,UNCHANGED,Marrigas,Principal Teacher of a National School and Deputy and Assistant Register of Births Deaths and Marinas
Pring Counciller Merchant,1,Pring Counciller Merchant,UNCHANGED,Pring; Counciller,Print Councillor Merchant
Priniter,1,Priniter,UNCHANGED,Priniter,Printer
Prinr of N.S. Teacher,1,Prinr of N.S. Teacher,UNCHANGED,Prinr; N.S,Print of Ns. Teacher
Prinste,1,Prinste,UNCHANGED,Prinste,Pointe
Print Wks Manager,1,Print Wks Manager,UNCHANGED,Wks,Print Wis Manager
Print Work Mcanic,1,Print Work Mcanic,UNCHANGED,Mcanic,Print Work Scanic
Printe,1,Printe,UNCHANGED,Printe,Print
Printe Compositor,1,Printe Compositor,UNCHANGED,Printe,Print Compositor
Printe G,1,Printe G,UNCHANGED,Printe,Print G
Printened Grocer,1,Printened Grocer,UNCHANGED,Printened,Preintend Grocer
Printer (Compositer) and Trades Union Secretary,1,Printer Compositer and Trades Union Secretary,NORMALIZATION,Compositer,Printer Composites and Trades Union Secretary
Printer (Compr Apprentice),1,Printer Compr Apprentice,NORMALIZATION,Compr,Printer Compt Apprentice
Printer (Lighto),1,Printer Lighto,NORMALIZATION,Lighto,Printer Lighty
Printer (Master) and Stationer Undergraduate Royal Univercity Ireland,1,Printer Master and Stationer Undergraduate Royal Univercity Ireland,NORMALIZATION,Univercity,Printer Master and Stationer Undergraduate Royal University Ireland
Printer - Combositor Unemployed,1,Printer Combositor Unemployed,NORMALIZATION,Combositor,Printer Compositor Unemployed
Printer - Compositior,1,Printer Compositior,NORMALIZATION,Compositior,Printer Compositor
Printer - Compsitor,1,Printer Compsitor,NORMALIZATION,Compsitor,Printer Compositor
Printer - Linetype Operator,1,Printer Linetype Operator,NORMALIZATION,Linetype,Printer Linotype Operator
Printer - Linotype Operater,1,Printer Linotype Operater,NORMALIZATION,Operater,Printer Linotype Operated
Printer all Branches Compositer Maching and C H?,1,Printer all Branches Compositer Maching and C H?,UNCHANGED,Compositer; Maching,Printer all Branches Composites Aching and C H?
Printer and Composetor,1,Printer and Composetor,UNCHANGED,Composetor,Printer and Compositor
Printer and Newagent,1,Printer and Newagent,UNCHANGED,Newagent,Printer and Newsagent
Printer Apprentic,1,Printer Apprentic,UNCHANGED,Apprentic,Printer Apprentice
Printer Aprentice,1,Printer Aprentice,UNCHANGED,Aprentice,Printer Appentice
Printer Comfoub,1,Printer Comfoub,UNCHANGED,Comfoub,Printer Comfort
Printer Comper,1,Printer Comper,UNCHANGED,Comper,Printer Camper
Printer Compoitor,1,Printer Compoitor,UNCHANGED,Compoitor,Printer Compotor
Printer Comporsitor,1,Printer Comporsitor,UNCHANGED,Comporsitor,Printer Compositor
Printer Comporter,1,Printer Comporter,UNCHANGED,Comporter,Printer Comforter
Printer Compositer Aprentice,1,Printer Compositer Aprentice,UNCHANGED,Compositer; Aprentice,Printer Composites Appentice
Printer Compositor and Stinotypist,1,Printer Compositor and Stinotypist,UNCHANGED,Stinotypist,Printer Compositor and Stenotypist
Printer Compsiter,1,Printer Compsiter,UNCHANGED,Compsiter,Printer Compter
Printer Compsitor,1,Printer Compsitor,UNCHANGED,Compsitor,Printer Compositor
Printer Comptor,1,Printer Comptor,UNCHANGED,Comptor,Printer Compter
Printer Comptr,1,Printer Comptr,UNCHANGED,Comptr,Printer Compter
Printer E?d,1,Printer E?d,UNCHANGED,E?d,Printer ed
Printer Edmonds,1,Printer Edmonds,UNCHANGED,Edmonds,Printer Edmond
Printer Henotype Operator,1,Printer Henotype Operator,UNCHANGED,Henotype,Printer Phenotype Operator
Printer in Clonard Printwork,1,Printer in Clonard Printwork,UNCHANGED,Clonard; Printwork,Printer in Lenard Printworks
Printer Labouer,1,Printer Labouer,UNCHANGED,Labouer,Printer Labourer
Printer Linstype Operator,1,Printer Linstype Operator,UNCHANGED,Linstype,Printer Linotype Operator
Printer linstype Operator,1,Printer linstype Operator,UNCHANGED,linstype,Printer Linotype Operator
Printer Lithagrapher,1,Printer Lithagrapher,UNCHANGED,Lithagrapher,Printer Lithographer
Printer Lithograper,1,Printer Lithograper,UNCHANGED,Lithograper,Printer Lithographer
Printer Litograph,1,Printer Litograph,UNCHANGED,Litograph,Printer Lithograph
Printer Litographer,1,Printer Litographer,UNCHANGED,Litographer,Printer Lithographer
Printer Macchine Man,1,Printer Macchine Man,UNCHANGED,Macchine,Printer Macchie Man
Printer Machinener,1,Printer Machinener,UNCHANGED,Machinener,Printer Machinemen
Printer Machinest (Foreman),1,Printer Machinest Foreman,NORMALIZATION,Machinest,Printer Machinist Foreman
Printer Machinest ?,1,Printer Machinest ?,UNCHANGED,Machinest,Printer Machinist ?
Printer Machnicman,1,Printer Machnicman,UNCHANGED,Machnicman,Printer Machineman
Printer Mechineman,1,Printer Mechineman,UNCHANGED,Mechineman,Printer Machineman
Printer Mechinist,1,Printer Mechinist,UNCHANGED,Mechinist,Printer Mechanist
Printer Rirerter,1,Printer Rirerter,UNCHANGED,Rirerter,Printer Rimester
Printer Steneotyper,1,Printer Steneotyper,UNCHANGED,Steneotyper,Printer Stereotyper
Printer Stereatyper,1,Printer Stereatyper,UNCHANGED,Stereatyper,Printer Stereotyper
Printer Steretyper,1,Printer Steretyper,UNCHANGED,Steretyper,Printer Stereotyper
Printer to Ladery,1,Printer to Ladery,UNCHANGED,Ladery,Printer to Laders
Printer Typeseller,1,Printer Typeseller,UNCHANGED,Typeseller,Printer Typesetter
Printer W.P.Paper,1,Printer W.P.Paper,UNCHANGED,W.P.Paper,Printer W.P.Paper
Printer Work Typest,1,Printer Work Typest,UNCHANGED,Typest,Printer Work Types
Printer's Wife Compositers,1,Printer's Wife Compositers,UNCHANGED,Compositers,Printer's Wife Composites
"Printer, Bookfolder",1,"Printer, Bookfolder",UNCHANGED,Bookfolder,"Printer, Bookholder"
"Printer, Compositer",1,"Printer, Compositer",UNCHANGED,Compositer,"Printer, Composites"
"Printer, Compostter",1,"Printer, Compostter",UNCHANGED,Compostter,"Printer, Composites"
Printer-Compisitor,1,Printer Compisitor,NORMALIZATION,Compisitor,Printer Compositor
Printer-Compoistor,1,Printer Compoistor,NORMALIZATION,Compoistor,Printer Compositor
Printer-Comporiter,1,Printer Comporiter,NORMALIZATION,Comporiter,Printer Composites
Printer-Compositer-Apprentice,1,Printer Compositer Apprentice,NORMALIZATION,Compositer,Printer Composites Apprentice
Printer-Compositor Tamover at Care,1,Printer Compositor Tamover at Care,NORMALIZATION,Tamover,Printer Compositor Amober at Care
Printer-Compositor-Linetype Machine,1,Printer Compositor Linetype Machine,NORMALIZATION,Linetype,Printer Compositor Linotype Machine
Printer-Compostter,1,Printer Compostter,NORMALIZATION,Compostter,Printer Composites
Printer-Compsitor,1,Printer Compsitor,NORMALIZATION,Compsitor,Printer Compositor
Printer-Copositor,1,Printer Copositor,NORMALIZATION,Copositor,Printer Compositor
Printer-Corpenter,1,Printer Corpenter,NORMALIZATION,Corpenter,Printer Carpenter
Printer-Finstype Operator,1,Printer Finstype Operator,NORMALIZATION,Finstype,Printer Instyle Operator
Printer-Lenstype Operator,1,Printer Lenstype Operator,NORMALIZATION,Lenstype,Printer Linotype Operator
Printer-Linetype Operator,1,Printer Linetype Operator,NORMALIZATION,Linetype,Printer Linotype Operator
Printer-Lino Opertor,1,Printer Lino Opertor,NORMALIZATION,Opertor,Printer Lino Operator
Printer-Linotype Operater,1,Printer Linotype Operater,NORMALIZATION,Operater,Printer Linotype Operated
Printer-Litto,1,Printer Litto,NORMALIZATION,Litto,Printer Litho
Printer-Lynotype Operator,1,Printer Lynotype Operator,NORMALIZATION,Lynotype,Printer Linotype Operator
Printer-Machanist,1,Printer Machanist,NORMALIZATION,Machanist,Printer Mechanist
Printer-Master Bookseller Musicseller,1,Printer Master Bookseller Musicseller,NORMALIZATION,Musicseller,Printer Master Bookseller Musicseller
Printer-Sleredtyper,1,Printer Sleredtyper,NORMALIZATION,Sleredtyper,Printer Stereotyper
Printer.-Lithograper,1,Printer. Lithograper,NORMALIZATION,Lithograper,Printer. Lithographer
Printeres Machinest,1,Printeres Machinest,UNCHANGED,Printeres; Machinest,Printers Machinist
Printeress,1,Printeress,UNCHANGED,Printeress,Printers
Printering Factory Girl,1,Printering Factory Girl,UNCHANGED,Printering,Printing Factory Girl
Printers and Machinest,1,Printers and Machinest,UNCHANGED,Machinest,Printers and Machinist
Printers and Surveners,1,Printers and Surveners,UNCHANGED,Surveners,Printers and Surrenders
Printers Appren,1,Printers Appren,UNCHANGED,Appren,Printers Apprend
Printers Aprentice,1,Printers Aprentice,UNCHANGED,Aprentice,Printers Appentice
Printers Laboure,1,Printers Laboure,UNCHANGED,Laboure,Printers Labourer
Printers Leta Cuter,1,Printers Leta Cuter,UNCHANGED,Leta,Printers Leto Cuter
Printers Machanist,1,Printers Machanist,UNCHANGED,Machanist,Printers Mechanist
Printers Machenist,1,Printers Machenist,UNCHANGED,Machenist,Printers Machinist
Printers Machineist,1,Printers Machineist,UNCHANGED,Machineist,Printers Machinist
Printers Machinst not Employed,1,Printers Machinst not Employed,UNCHANGED,Machinst,Printers Machinist not Employed
Printers-Compositer,1,Printers Compositer,NORMALIZATION,Compositer,Printers Composites
Printes Compositer,1,Printes Compositer,UNCHANGED,Printes; Compositer,Princes Composites
Printess Plater,1,Printess Plater,UNCHANGED,Printess,Printers Plater
Printing Composetor,1,Printing Composetor,UNCHANGED,Composetor,Printing Compositor
Printing Machanist,1,Printing Machanist,UNCHANGED,Machanist,Printing Mechanist
Printing Machine Feedar Saw Mill,1,Printing Machine Feedar Saw Mill,UNCHANGED,Feedar,Printing Machine Feeder Saw Mill
Printing Machine Feeter,1,Printing Machine Feeter,UNCHANGED,Feeter,Printing Machine Meeter
Printing Mchine Feeter,1,Printing Mchine Feeter,UNCHANGED,Mchine; Feeter,Printing Chine Meeter
Printion,1,Printion,UNCHANGED,Printion,Printing
Printis Cartmaker,1,Printis Cartmaker,UNCHANGED,Printis,Pristis Cartmaker
Printive Brickseller,1,Printive Brickseller,UNCHANGED,Printive; Brickseller,Printing Bricksetter
Printoffice Labourer,1,Printoffice Labourer,UNCHANGED,Printoffice,Printoffice Labourer
Printors Apprentice,1,Printors Apprentice,UNCHANGED,Printors,Printers Apprentice
Printot's Accountant,1,Printot's Accountant,UNCHANGED,Printot's,Printout's Accountant
Printseller and c,1,Printseller and c,UNCHANGED,Printseller,Printseller and c
Printseller and Frame Maker,1,Printseller and Frame Maker,UNCHANGED,Printseller,Printseller and Frame Maker
Prioprietress of Boarding House,1,Prioprietress of Boarding House,UNCHANGED,Prioprietress,Proprietress of Boarding House
Pripering Hand,1,Pripering Hand,UNCHANGED,Pripering,Preparing Hand
Prirveyors Clerk,1,Prirveyors Clerk,UNCHANGED,Prirveyors,Purveyors Clerk
Priser Compositor,1,Priser Compositor,UNCHANGED,Priser,Primer Compositor
Priset,1,Priset,UNCHANGED,Priset,Prises
Prision Warder,1,Prision Warder,UNCHANGED,Prision,Prison Warder
Prison Offical,1,Prison Offical,UNCHANGED,Offical,Prison Official
Prison Service Hospl Warder,1,Prison Service Hospl Warder,UNCHANGED,Hospl,Prison Service Hosp Warder
Prison Services Super Intendent Superannualel,1,Prison Services Super Intendent Superannualel,UNCHANGED,Intendent; Superannualel,Prison Services Super Intendment Superannuate
Prison Tradis Wander,1,Prison Tradis Wander,UNCHANGED,Tradis,Prison Travis Wander
Prison Warder Out of Emplaymont,1,Prison Warder Out of Emplaymont,UNCHANGED,Emplaymont,Prison Warder Out of Employment
Prisons Servion Superanuatead Ex Chief Warder H. M Schoolmaster and Farmer,1,Prisons Servion Superanuatead Ex Chief Warder H. M Schoolmaster and Farmer,UNCHANGED,Servion; Superanuatead,Prisons Sertion Superannuated Ex Chief Warder H. M Schoolmaster and Farmer
Prisst of Church of Ireland,1,Prisst of Church of Ireland,UNCHANGED,Prisst,Priest of Church of Ireland
Prisst-Curate,1,Prisst Curate,NORMALIZATION,Prisst,Priest Curate
Prist,1,Prist,UNCHANGED,Prist,Wrist
Pritant,1,Pritant,UNCHANGED,Pritant,Privant
Priter,1,Priter,UNCHANGED,Priter,Primer
Priter-Compositor,1,Priter Compositor,NORMALIZATION,Priter,Primer Compositor
Pritvate Lines Milling Fusilier,1,Pritvate Lines Milling Fusilier,UNCHANGED,Pritvate,Private Lines Milling Fusilier
Priv Officer Wm Customs Superanuated,1,Priv Officer Wm Customs Superanuated,UNCHANGED,Superanuated,Priv Officer Wm Customs Superannuated
Privat 19th Regement,1,Privat 19th Regement,UNCHANGED,Privat; 19th; Regement,Privet Both Regiment
Privat 3 Bt R J R,1,Privat 3 Bt R J R,UNCHANGED,Privat,Privet 3 Bt R J R
