occupation,count,corrected_occupation,change_category,unknown_words,suggested_occupation
Cattel Dealer,8,Cattel Dealer,UNCHANGED,Cattel,Cattle Dealer
Choolar,8,Choolar,UNCHANGED,Choolar,Scholar
Cook Domestic Servnt,8,Cook Domestic Servnt,UNCHANGED,Servnt,Cook Domestic Servant
Coton Weaver,8,Coton Weaver,UNCHANGED,Coton,Cotton Weaver
Damesk Weaver,8,Damesk Weaver,UNCHANGED,Damesk,Damask Weaver
Dock Laboer,8,Dock Laboer,UNCHANGED,Laboer,Dock Labour
Famer's Daughter,8,Famer's Daughter,UNCHANGED,Famer's,Farmer's Daughter
Farem Servant,8,Farem Servant,UNCHANGED,Farem,Farm Servant
Farm Laborur,8,Farm Laborur,UNCHANGED,Laborur,Farm Labour
Farm Laubourer,8,Farm Laubourer,UNCHANGED,Laubourer,Farm Labourer
Farmer's Daughtr,8,Farmer's Daughtr,UNCHANGED,Daughtr,Farmer's Daughter
Farmer's Doughter,8,Farmer's Doughter,UNCHANGED,Doughter,Farmer's Daughter
Farrmer,8,Farrmer,UNCHANGED,Farrmer,Farmer
Fowel Plucker,8,Fowel Plucker,UNCHANGED,Fowel,Fowl Plucker
Gardiner Domestic,8,Gardiner Domestic,STANDARD,Gardiner,Gardener Domestic
Gardiner Domestic Servt,8,Gardiner Domestic Servant,ABBREVIATION,Gardiner,Gardener Domestic Servant
Genearl Labourer,8,Genearl Labourer,UNCHANGED,Genearl,General Labourer
General Labouerer,8,General Labouerer,UNCHANGED,Labouerer,General Labourer
General Labror,8,General Labror,UNCHANGED,Labror,General Labour
General Servat,8,General Servat,UNCHANGED,Servat,General Servant
Generl Servant Domestic,8,Generl Domestic Servant,WORD_ORDER,Generl,General Domestic Servant
Genrl. Servant Domestic,8,Genrl. Domestic Servant,WORD_ORDER,Genrl,Genl. Domestic Servant
Grocers Assint,8,Grocers Assint,UNCHANGED,Assint,Grocers Assist
House Servent,8,House Servent,UNCHANGED,Servent,House Servant
Iron Shipright,8,Iron Shipright,UNCHANGED,Shipright,Iron Shipwright
Larbourer,8,Larbourer,UNCHANGED,Larbourer,Labourer
Lay Brather,8,Lay Brather,UNCHANGED,Brather,Lay Brother
Linan Weaver,8,Linan Weaver,UNCHANGED,Linan,Linen Weaver
Linen Weavr,8,Linen Weavr,UNCHANGED,Weavr,Linen Weaver
Mechinest,8,Mechinest,UNCHANGED,Mechinest,Machinist
Messanger Boy,8,Messanger Boy,UNCHANGED,Messanger,Messenger Boy
National S.Teacher,8,National S.Teacher,UNCHANGED,S.Teacher,National Teacher
Nedle Work,8,Nedle Work,UNCHANGED,Nedle,Needle Work
Nuse,8,Nuse,UNCHANGED,Nuse,Nurse
Porke Butcher,8,Porke Butcher,UNCHANGED,Porke,Pork Butcher
Provison Dealer,8,Provison Dealer,UNCHANGED,Provison,Provision Dealer
Quay Labouer,8,Quay Labouer,UNCHANGED,Labouer,Quay Labourer
Salor,8,Salor,UNCHANGED,Salor,Sailor
Schoalar,8,Schoalar,UNCHANGED,Schoalar,Scholar
Servand,8,Servand,UNCHANGED,Servand,Servant
Sevant,8,Sevant,UNCHANGED,Sevant,Servant
Shop Messanger,8,Shop Messanger,UNCHANGED,Messanger,Shop Messenger
Shopherd,8,Shopherd,UNCHANGED,Shopherd,Shepherd
Smyths Helper,8,Smyths Helper,UNCHANGED,Smyths,Smiths Helper
Spiner Flax,8,Spiner Flax,STANDARD,Spiner,Spinner Flax
Weaver Domask,8,Weaver Domask,UNCHANGED,Domask,Weaver Damask
Agricltural Labourer,7,Agricltural Labourer,UNCHANGED,Agricltural,Agricultural Labourer
Agricultural Laboruer,7,Agricultural Laboruer,UNCHANGED,Laboruer,Agricultural Labourer
Agricultural Labourer Shephard,7,Agricultural Labourer Shephard,STANDARD,Shephard,Agricultural Labourer Shepherd
Agriculturil Labourer,7,Agriculturil Labourer,UNCHANGED,Agriculturil,Agricultural Labourer
Apprentis,7,Apprentis,UNCHANGED,Apprentis,Apprentice
Aprentice Painter,7,Aprentice Painter,UNCHANGED,Aprentice,Apprentice Painter
Army Pensinor,7,Army Pensinor,UNCHANGED,Pensinor,Army Pensioner
Arricultural Labourer,7,Arricultural Labourer,UNCHANGED,Arricultural,Agricultural Labourer
Assistan House Keeper,7,Assistan Housekeeper,COMPOUND_KEEPER,Assistan,Assistant Housekeeper
Asylum Attendent,7,Asylum Attendent,UNCHANGED,Attendent,Asylum Attendant
At Schoole,7,At Schoole,UNCHANGED,Schoole,At School
Attanding School,7,Attanding School,UNCHANGED,Attanding,Attending School
Boot and Shomaker,7,Boot and Shomaker,UNCHANGED,Shomaker,Boot and Shoemaker
Cabnetmaker,7,Cabnetmaker,UNCHANGED,Cabnetmaker,Cabinetmaker
Capenter,7,Capenter,UNCHANGED,Capenter,Carpenter
Damark Weaver,7,Damark Weaver,UNCHANGED,Damark,Damask Weaver
Dock Labrour,7,Dock Labrour,UNCHANGED,Labrour,Dock Labour
Domastic Servant,7,Domastic Servant,UNCHANGED,Domastic,Domestic Servant
Domestic Servant Gardiner,7,Domestic Servant Gardiner,STANDARD,Gardiner,Domestic Servant Gardener
F Daugther,7,F Daugther,UNCHANGED,Daugther,F Daughter
Factery Worker,7,Factery Worker,UNCHANGED,Factery,Factory Worker
Farm Leabour,7,Farm Leabour,UNCHANGED,Leabour,Farm Labour
Farm Lobourer,7,Farm Lobourer,UNCHANGED,Lobourer,Farm Labourer
Farmer's Daugther,7,Farmer's Daugther,UNCHANGED,Daugther,Farmer's Daughter
Farmer's Daugtr,7,Farmer's Daugtr,UNCHANGED,Daugtr,Farmer's Daughter
General Domestick Servant,7,General Domestick Servant,STANDARD,Domestick,General Domestic Servant
General Laboror,7,General Laboror,STANDARD,Laboror,General Labourer
General Laboures,7,General Laboures,UNCHANGED,Laboures,General Labourer
General Labouror,7,General Labouror,UNCHANGED,Labouror,General Labourer
General Labrouer,7,General Labrouer,UNCHANGED,Labrouer,General Labourer
General Leabourer,7,General Leabourer,UNCHANGED,Leabourer,General Labourer
General Lobourer,7,General Lobourer,UNCHANGED,Lobourer,General Labourer
General Svt-Domestic,7,General Svt Domestic,NORMALIZATION,Svt,General St Domestic
Genl Sevt Domestic,7,Genl Sevt Domestic,STANDARD,Sevt,Genl Sert Domestic
Gnl. Servant Domestic,7,Gnl. Domestic Servant,WORD_ORDER,Gnl,Genl. Domestic Servant
Handerchief Folder,7,Handerchief Folder,UNCHANGED,Handerchief,Handkerchief Folder
House Parlor Maid,7,House Parlor Maid,STANDARD,Parlor,House Parlour Maid
Houskeeper Unemployed,7,Houskeeper Unemployed,UNCHANGED,Houskeeper,Housekeeper Unemployed
Invalied,7,Invalied,UNCHANGED,Invalied,Invalid
Labour Genrl,7,Labour Genrl,STANDARD,Genrl,Labour Genl
Lavourer,7,Lavourer,UNCHANGED,Lavourer,Labourer
Linen Finsher,7,Linen Finsher,UNCHANGED,Finsher,Linen Finisher
Machinest Wareroom,7,Machinest Wareroom,UNCHANGED,Machinest,Machinist Wareroom
Machinist Infactory,7,Machinist Infactory,UNCHANGED,Infactory,Machinist Factory
No Employement,7,No Employement,UNCHANGED,Employement,No Employment
No Scolar,7,No Scolar,UNCHANGED,Scolar,No Scholar
Printer - Compositer,7,Printer Compositer,NORMALIZATION,Compositer,Printer Compositor
Private Incom,7,Private Incom,UNCHANGED,Incom,Private Income
Redlar,7,Redlar,UNCHANGED,Redlar,Pedlar
Rivett Heater,7,Rivett Heater,UNCHANGED,Rivett,Rivet Heater
Roman Catholic Clergman,7,Roman Catholic Clergman,UNCHANGED,Clergman,Roman Catholic Clergyman
Rual Postman,7,Rual Postman,UNCHANGED,Rual,Rural Postman
Sceamstress,7,Sceamstress,UNCHANGED,Sceamstress,Seamstress
Schol Boy,7,Schol Boy,UNCHANGED,Schol,School Boy
Scholir,7,Scholir,UNCHANGED,Scholir,Scholar
Sea Captian,7,Sea Captian,UNCHANGED,Captian,Sea Captain
Serant,7,Serant,UNCHANGED,Serant,Servant
Shirt Sticher,7,Shirt Sticher,STANDARD,Sticher,Shirt Stitcher
Shoing Smith,7,Shoing Smith,STANDARD,Shoing,Shoeing Smith
Shoomaker,7,Shoomaker,UNCHANGED,Shoomaker,Shoemaker
Shop Apprentic,7,Shop Apprentic,UNCHANGED,Apprentic,Shop Apprentice
Shopkeper,7,Shopkeper,UNCHANGED,Shopkeper,Shopkeeper
Soemaker,7,Soemaker,UNCHANGED,Soemaker,Shoemaker
Acricultural Labourer,6,Acricultural Labourer,UNCHANGED,Acricultural,Agricultural Labourer
Agricultiral Labourer,6,Agricultiral Labourer,UNCHANGED,Agricultiral,Agricultural Labourer
Agricultul Labourer,6,Agricultul Labourer,STANDARD,Agricultul,Agricultural Labourer
Agriculutral Labourer,6,Agriculutral Labourer,UNCHANGED,Agriculutral,Agricultural Labourer
Annity,6,Annity,UNCHANGED,Annity,Annuity
Appr Carpenter,6,Appr Carpenter,UNCHANGED,Appr,App Carpenter
Aprentice Blacksmith,6,Aprentice Blacksmith,UNCHANGED,Aprentice,Apprentice Blacksmith
Aprentice Tailor,6,Aprentice Tailor,UNCHANGED,Aprentice,Apprentice Tailor
Argicultural Labourer,6,Argicultural Labourer,UNCHANGED,Argicultural,Agricultural Labourer
Army Penshioner,6,Army Penshioner,UNCHANGED,Penshioner,Army Pensioner
Asistant House Keeper,6,Asistant Housekeeper,COMPOUND_KEEPER,Asistant,Assistant Housekeeper
Asistant Housekeeper,6,Asistant Housekeeper,STANDARD,Asistant,Assistant Housekeeper
Assistant Houskeeper,6,Assistant Houskeeper,UNCHANGED,Houskeeper,Assistant Housekeeper
Attening School,6,Attening School,UNCHANGED,Attening,Attending School
Bewery Labourer,6,Bewery Labourer,UNCHANGED,Bewery,Brewery Labourer
Biscuite Packer,6,Biscuite Packer,UNCHANGED,Biscuite,Biscuit Packer
Bobin Winder,6,Bobin Winder,UNCHANGED,Bobin,Bobbin Winder
Brewery Labrour,6,Brewery Labrour,UNCHANGED,Labrour,Brewery Labour
Bricklayor,6,Bricklayor,UNCHANGED,Bricklayor,Bricklayer
Cameric Weaver,6,Cameric Weaver,UNCHANGED,Cameric,Cambric Weaver
Camerick Weaver,6,Camerick Weaver,UNCHANGED,Camerick,Cambrick Weaver
Carptner,6,Carptner,UNCHANGED,Carptner,Carpenter
Childrens Maid-Domestic Servant,6,Childrens Maid Domestic Servant,NORMALIZATION,Childrens,Children Maid Domestic Servant
Chool Boy,6,Chool Boy,UNCHANGED,Chool,School Boy
Clerk Bookeeper,6,Clerk Bookeeper,UNCHANGED,Bookeeper,Clerk Bookkeeper
Clother Dealer,6,Clother Dealer,UNCHANGED,Clother,Clothes Dealer
Combric Weaver,6,Combric Weaver,UNCHANGED,Combric,Cambric Weaver
Commericial Clerk,6,Commericial Clerk,UNCHANGED,Commericial,Commercial Clerk
Cook Domestic Servat,6,Cook Domestic Servat,STANDARD,Servat,Cook Domestic Servant
Dack Labourer,6,Dack Labourer,UNCHANGED,Dack,Dock Labourer
Dairey Man,6,Dairey Man,UNCHANGED,Dairey,Dairy Man
Damack Weaver,6,Damack Weaver,UNCHANGED,Damack,Damask Weaver
Distellery Labourer,6,Distellery Labourer,UNCHANGED,Distellery,Distillery Labourer
Doch Labourer,6,Doch Labourer,STANDARD,Doch,Dock Labourer
Dreasmaker,6,Dreasmaker,UNCHANGED,Dreasmaker,Dressmaker
Embrorderer,6,Embrorderer,UNCHANGED,Embrorderer,Embroiderer
Faremer,6,Faremer,UNCHANGED,Faremer,Farmer
Farm Asistant,6,Farm Asistant,UNCHANGED,Asistant,Farm Assistant
Farm Labiour,6,Farm Labiour,UNCHANGED,Labiour,Farm Labour
Farm Labiourer,6,Farm Labiourer,UNCHANGED,Labiourer,Farm Labourer
Farm Labouror,6,Farm Labouror,UNCHANGED,Labouror,Farm Labourer
Farm Leabourer,6,Farm Leabourer,UNCHANGED,Leabourer,Farm Labourer
Farm Searvent,6,Farm Searvent,UNCHANGED,Searvent,Farm Servant
Farm Servnt,6,Farm Servnt,UNCHANGED,Servnt,Farm Servant
Farmor's Son,6,Farmor's Son,UNCHANGED,Farmor's,Farmer's Son
Foundary Labourer,6,Foundary Labourer,UNCHANGED,Foundary,Foundry Labourer
Fowl Dealor,6,Fowl Dealor,UNCHANGED,Dealor,Fowl Dealer
Gener Servant Domestic,6,Gener Domestic Servant,WORD_ORDER,Gener,Genera Domestic Servant
General Domestic Servent,6,General Domestic Servent,STANDARD,Servent,General Domestic Servant
General Domestic Servnt,6,General Domestic Servnt,UNCHANGED,Servnt,General Domestic Servant
General Labarour,6,General Labarour,UNCHANGED,Labarour,General Labour
General Labeour,6,General Labeour,UNCHANGED,Labeour,General Labour
General Laubour,6,General Laubour,UNCHANGED,Laubour,General Labour
General Servan,6,General Servan,UNCHANGED,Servan,General Servant
General Servt Domc,6,General Servant Domc,ABBREVIATION,Domc,General Servant Dom
Grocer Aprentice,6,Grocer Aprentice,UNCHANGED,Aprentice,Grocer Apprentice
Guay Labourer,6,Guay Labourer,UNCHANGED,Guay,Quay Labourer
Hackel Maker,6,Hackel Maker,STANDARD,Hackel,Hackle Maker
Hoisery Knitter,6,Hoisery Knitter,UNCHANGED,Hoisery,Hosiery Knitter
Horse Traner,6,Horse Traner,STANDARD,Traner,Horse Trainer
Hotel Propriter,6,Hotel Propriter,UNCHANGED,Propriter,Hotel Proprietor
House and Parlor Maid,6,House and Parlor Maid,UNCHANGED,Parlor,House and Parlour Maid
House and Parlor Maid Domestic Servant,6,House and Parlor Maid Domestic Servant,STANDARD,Parlor,House and Parlour Maid Domestic Servant
House Dutes,6,House Dutes,UNCHANGED,Dutes,House Duties
House Keping,6,House Keping,UNCHANGED,Keping,House Keeping
House Maid Domestic Sevt,6,House Maid Domestic Sevt,STANDARD,Sevt,House Maid Domestic Sert
Housekeepper,6,Housekeepper,UNCHANGED,Housekeepper,Housekeeper
Journeman Tailor,6,Journeman Tailor,UNCHANGED,Journeman,Journeyman Tailor
Laberour (Farm),6,Laberour Farm,NORMALIZATION,Laberour,Labour Farm
Lablourer,6,Lablourer,UNCHANGED,Lablourer,Labourer
Laboure's Wife,6,Laboure's Wife,UNCHANGED,Laboure's,Labourer's Wife
Labourer in Distellery,6,Labourer in Distellery,UNCHANGED,Distellery,Labourer in Distillery
Labourer in Woolen Factory,6,Labourer in Woolen Factory,UNCHANGED,Woolen,Labourer in Woollen Factory
Labror General,6,Labror General,UNCHANGED,Labror,Labour General
Leaburer,6,Leaburer,UNCHANGED,Leaburer,Labourer
Machinic,6,Machinic,UNCHANGED,Machinic,Machinist
Millinor,6,Millinor,UNCHANGED,Millinor,Milliner
Milloner,6,Milloner,UNCHANGED,Milloner,Milliner
Not Atending School,6,Not Atending School,UNCHANGED,Atending,Not Attending School
Parish Prist,6,Parish Prist,UNCHANGED,Prist,Parish Priest
Pealar,6,Pealar,UNCHANGED,Pealar,Pedlar
Pipemaker,6,Pipemaker,UNCHANGED,Pipemaker,Ropemaker
Profationer Nurse,6,Profationer Nurse,UNCHANGED,Profationer,Probationer Nurse
Qauy Labourer,6,Qauy Labourer,UNCHANGED,Qauy,Quay Labourer
Quay Laboure,6,Quay Laboure,UNCHANGED,Laboure,Quay Labourer
Railway Platlayer,6,Railway Platlayer,STANDARD,Platlayer,Railway Platelayer
Ralway Porter,6,Ralway Porter,UNCHANGED,Ralway,Railway Porter
Relegious Teacher,6,Relegious Teacher,UNCHANGED,Relegious,Religious Teacher
Reller (Linen),6,Reller Linen,NORMALIZATION,Reller,Reeler Linen
Reller Yarn,6,Reller Yarn,STANDARD,Reller,Reeler Yarn
Roome Keeper,6,Roome Keeper,UNCHANGED,Roome,Room Keeper
Samsteress,6,Samsteress,UNCHANGED,Samsteress,Seamstress
Scholad,6,Scholad,UNCHANGED,Scholad,Scholar
Scholaur,6,Scholaur,UNCHANGED,Scholaur,Scholar
Schollear,6,Schollear,UNCHANGED,Schollear,Scholar
School Girle,6,School Girle,UNCHANGED,Girle,School Girl
Schoole Boy,6,Schoole Boy,UNCHANGED,Schoole,School Boy
Scochlar,6,Scochlar,UNCHANGED,Scochlar,Scholar
Scoular,6,Scoular,UNCHANGED,Scoular,Scholar
Seamesteress,6,Seamesteress,UNCHANGED,Seamesteress,Seamstress
Seametress,6,Seametress,UNCHANGED,Seametress,Seamstress
Seimster,6,Seimster,UNCHANGED,Seimster,Seamster
Servant Domt,6,Servant Domt,STANDARD,Domt,Servant Dom
Servent Boy,6,Servent Boy,UNCHANGED,Servent,Servant Boy
Severant,6,Severant,UNCHANGED,Severant,Servant
Shcollar,6,Shcollar,UNCHANGED,Shcollar,Scholar
Shop Assistat,6,Shop Assistat,UNCHANGED,Assistat,Shop Assistant
Shop-Assisstant,6,Shop Assisstant,NORMALIZATION,Assisstant,Shop Assistant
Shopwright,6,Shopwright,UNCHANGED,Shopwright,Shipwright
Spinner Flox,6,Spinner Flox,UNCHANGED,Flox,Spinner Flax
Tailour,6,Tailour,UNCHANGED,Tailour,Tailor
Water Baliff,6,Water Baliff,STANDARD,Baliff,Water Bailiff
Weaver Woolen,6,Weaver Woolen,STANDARD,Woolen,Weaver Woollen
Agricultrial Labourer,5,Agricultrial Labourer,UNCHANGED,Agricultrial,Agricultural Labourer
Agricultuarl Labourer,5,Agricultuarl Labourer,UNCHANGED,Agricultuarl,Agricultural Labourer
Agricultural Labarer,5,Agricultural Labarer,UNCHANGED,Labarer,Agricultural Labourer
Agricultural Laboror,5,Agricultural Laboror,UNCHANGED,Laboror,Agricultural Labourer
Agricultural Laboures,5,Agricultural Laboures,UNCHANGED,Laboures,Agricultural Labourer
Agricultural Leabourer,5,Agricultural Leabourer,UNCHANGED,Leabourer,Agricultural Labourer
Agricultural Lobourer,5,Agricultural Lobourer,UNCHANGED,Lobourer,Agricultural Labourer
Annuty,5,Annuty,UNCHANGED,Annuty,Annuity
Apperentice,5,Apperentice,UNCHANGED,Apperentice,Apprentice
Apprentic Tailor,5,Apprentic Tailor,UNCHANGED,Apprentic,Apprentice Tailor
Apprintice,5,Apprintice,UNCHANGED,Apprintice,Apprentice
Asistant Farmer,5,Asistant Farmer,UNCHANGED,Asistant,Assistant Farmer
At Schol,5,At Schol,UNCHANGED,Schol,At School
At Shcool,5,At Shcool,UNCHANGED,Shcool,At School
Attendig School,5,Attendig School,UNCHANGED,Attendig,Attending School
Balcksmith,5,Balcksmith,UNCHANGED,Balcksmith,Blacksmith
Boot Saleman,5,Boot Saleman,UNCHANGED,Saleman,Boot Salesman
Bread Searver,5,Bread Searver,UNCHANGED,Searver,Bread Server
Brewery Labouer,5,Brewery Labouer,UNCHANGED,Labouer,Brewery Labourer
Bricklaer,5,Bricklaer,UNCHANGED,Bricklaer,Bricklayer
Buttler Domestic Servant,5,Buttler Domestic Servant,UNCHANGED,Buttler,Butler Domestic Servant
Cambrie Weaver,5,Cambrie Weaver,UNCHANGED,Cambrie,Cambric Weaver
Cambris Weaver,5,Cambris Weaver,UNCHANGED,Cambris,Cambric Weaver
Campbric Weaver,5,Campbric Weaver,UNCHANGED,Campbric,Cambric Weaver
Canot Read,5,Canot Read,UNCHANGED,Canot,Cannot Read
Carpenter Aprentice,5,Carpenter Aprentice,STANDARD,Aprentice,Carpenter Apprentice
Carpinder,5,Carpinder,UNCHANGED,Carpinder,Carpenter
Choar Woman,5,Choar Woman,UNCHANGED,Choar,Char Woman
Cholars Farmers Son,5,Cholars Farmer's Son,POSSESSIVE,Cholars,Scholars Farmer's Son
Chool Girl,5,Chool Girl,UNCHANGED,Chool,School Girl
Clerk Shiping,5,Clerk Shiping,STANDARD,Shiping,Clerk Shipping
Coal Labourr,5,Coal Labourr,UNCHANGED,Labourr,Coal Labourer
Collor Maker,5,Collor Maker,UNCHANGED,Collor,Collar Maker
Cooke-Domestic Servant,5,Cooke Domestic Servant,NORMALIZATION,Cooke,Cook Domestic Servant
Corperation Labourer,5,Corperation Labourer,UNCHANGED,Corperation,Corporation Labourer
Damosk Weaver,5,Damosk Weaver,UNCHANGED,Damosk,Damask Weaver
Damosk Weover,5,Damosk Weover,UNCHANGED,Damosk; Weover,Damask Weaver
Destillery Labourer,5,Destillery Labourer,UNCHANGED,Destillery,Distillery Labourer
Dock Labouer,5,Dock Labouer,UNCHANGED,Labouer,Dock Labourer
Domestic Servant Parlor Maid,5,Domestic Servant Parlor Maid,STANDARD,Parlor,Domestic Servant Parlour Maid
Domestict Servant,5,Domestict Servant,UNCHANGED,Domestict,Domestic Servant
Dometic Servant,5,Dometic Servant,UNCHANGED,Dometic,Domestic Servant
Draper Pedlor,5,Draper Pedlor,STANDARD,Pedlor,Draper Pedlar
Drssmaker,5,Drssmaker,UNCHANGED,Drssmaker,Dressmaker
Egine Fitter,5,Egine Fitter,UNCHANGED,Egine,Engine Fitter
Embroiderier,5,Embroiderier,UNCHANGED,Embroiderier,Embroiderer
Embroidierer,5,Embroidierer,UNCHANGED,Embroidierer,Embroiderer
Errend Boy,5,Errend Boy,UNCHANGED,Errend,Errand Boy
Famer Wife,5,Famer Wife,UNCHANGED,Famer,Farmer Wife
Famer's Wife,5,Famer's Wife,UNCHANGED,Famer's,Farmer's Wife
Farm Labror,5,Farm Labror,UNCHANGED,Labror,Farm Labour
Farm Lauborer Servant,5,Farm Lauborer Servant,UNCHANGED,Lauborer,Farm Labourer Servant
Farme Wife,5,Farme Wife,UNCHANGED,Farme,Farmer Wife
Farmer's Daghter,5,Farmer's Daghter,UNCHANGED,Daghter,Farmer's Daughter
Farmer's Daughr,5,Farmer's Daughr,UNCHANGED,Daughr,Farmer's Daughter
Finsmith,5,Finsmith,UNCHANGED,Finsmith,Tinsmith
Fireman M.G.W.R,5,Fireman M.G.W.R,STANDARD,M.G.W.R,Fireman M.G.W.R
Flax Bougher,5,Flax Bougher,UNCHANGED,Bougher,Flax Rougher
Flax Desser,5,Flax Desser,UNCHANGED,Desser,Flax Dresser
Flax Perparer,5,Flax Perparer,UNCHANGED,Perparer,Flax Preparer
Flax Seutcher,5,Flax Seutcher,STANDARD,Seutcher,Flax Scutcher
Flox Dresser,5,Flox Dresser,UNCHANGED,Flox,Flax Dresser
Flox Spinner,5,Flox Spinner,UNCHANGED,Flox,Flax Spinner
Gardenor,5,Gardenor,UNCHANGED,Gardenor,Gardener
Gardenr,5,Gardenr,UNCHANGED,Gardenr,Gardener
Genearl Labour,5,Genearl Labour,UNCHANGED,Genearl,General Labour
General Domestic Sevant,5,General Domestic Sevant,UNCHANGED,Sevant,General Domestic Servant
General Lablour,5,General Lablour,UNCHANGED,Lablour,General Labour
General Labouar,5,General Labouar,UNCHANGED,Labouar,General Labour
General Larbour,5,General Larbour,UNCHANGED,Larbour,General Labour
General Leabour,5,General Leabour,UNCHANGED,Leabour,General Labour
Gordener Domestic Servant,5,Gordener Domestic Servant,STANDARD,Gordener,Gardener Domestic Servant
Groom Domestic Sevt,5,Groom Domestic Sevt,UNCHANGED,Sevt,Groom Domestic Sert
Hardware Merchat,5,Hardware Merchat,UNCHANGED,Merchat,Hardware Merchant
Harners Maker,5,Harners Maker,UNCHANGED,Harners,Harness Maker
Hosuekeeper,5,Hosuekeeper,UNCHANGED,Hosuekeeper,Housekeeper
Hous Carpenter,5,Hous Carpenter,UNCHANGED,Hous,House Carpenter
Househelper,5,Househelper,UNCHANGED,Househelper,Housekeeper
Housekeepeer,5,Housekeepeer,UNCHANGED,Housekeepeer,Housekeeper
Ifant,5,Ifant,UNCHANGED,Ifant,Infant
Infiant,5,Infiant,UNCHANGED,Infiant,Infant
Ironmongers Shopman,5,Ironmongers Shopman,UNCHANGED,Ironmongers,Ironmonger Shopman
Labiouer,5,Labiouer,UNCHANGED,Labiouer,Labourer
Laboruer,5,Laboruer,UNCHANGED,Laboruer,Labourer
Labour Agl,5,Labour Agl,STANDARD,Agl,Labour Agr
Labourer (Agl.),5,Labourer Agl.,NORMALIZATION,Agl,Labourer Agr.
Labourer Corman,5,Labourer Corman,UNCHANGED,Corman,Labourer Carman
Labourer Gass,5,Labourer Gass,STANDARD,Gass,Labourer Gas
Labourere,5,Labourere,UNCHANGED,Labourere,Labourer
Labourier,5,Labourier,UNCHANGED,Labourier,Labourer
Labrouer,5,Labrouer,UNCHANGED,Labrouer,Labourer
Ladys Help,5,Ladys Help,UNCHANGED,Ladys,Lady Help
Land Stuard,5,Land Stuard,UNCHANGED,Stuard,Land Stuart
Landress Domestic Servant,5,Landress Domestic Servant,STANDARD,Landress,Laundress Domestic Servant
Laundery Maid,5,Laundery Maid,UNCHANGED,Laundery,Laundry Maid
Linnan Weaver,5,Linnan Weaver,UNCHANGED,Linnan,Linnen Weaver
Lodgin House Keeper,5,Lodgin Housekeeper,COMPOUND_KEEPER,Lodgin,Lodging Housekeeper
Loundress,5,Loundress,UNCHANGED,Loundress,Laundress
Machenest,5,Machenest,UNCHANGED,Machenest,Machinist
Machienst,5,Machienst,UNCHANGED,Machienst,Machinist
Master Marnier,5,Master Marnier,UNCHANGED,Marnier,Master Mariner
Matress Maker,5,Matress Maker,UNCHANGED,Matress,Mattress Maker
Melliner,5,Melliner,UNCHANGED,Melliner,Milliner
Millinerer,5,Millinerer,UNCHANGED,Millinerer,Milliner
No Busness,5,No Busness,UNCHANGED,Busness,No Business
No Occopation,5,No Occopation,UNCHANGED,Occopation,No Occupation
Nurs,5,Nurs,UNCHANGED,Nurs,Nurse
Nurs Domestic Servant,5,Nurs Domestic Servant,UNCHANGED,Nurs,Nurse Domestic Servant
Parlormaid Domestic,5,Parlormaid Domestic,STANDARD,Parlormaid,Parlourmaid Domestic
