occupation,count,corrected_occupation,change_category,unknown_words,suggested_occupation
Retireder Farmer,1,Retireder Farmer,UNCHANGED,Retireder,Retired Farmer
Retireed Farmer,1,Retireed Farmer,UNCHANGED,Retireed,Retired Farmer
Retireed Officer Army,1,Retireed Officer Army,UNCHANGED,Retireed,Retired Officer Army
Retireed Servant,1,Retireed Servant,UNCHANGED,Retireed,Retired Servant
Retirend Farmer,1,Retirend Farmer,UNCHANGED,Retirend,Retired Farmer
Retred Clerk,1,Retred Clerk,UNCHANGED,Retred,Retired Clerk
Retred Linen Weaver,1,Retred Linen Weaver,UNCHANGED,Retred,Retired Linen Weaver
Retred School Master,1,Retred School Master,UNCHANGED,Retred,Retired School Master
Retred Servant,1,Retred Servant,UNCHANGED,Retred,Retired Servant
Rey Station Master,1,Rey Station Master,UNCHANGED,Rey,Rly Station Master
Rilway Labourer,1,Rilway Labourer,UNCHANGED,Rilway,Railway Labourer
Rilway Milesman,1,Rilway Milesman,UNCHANGED,Rilway,Railway Milesman
Rilway Plate Layer,1,Rilway Plate Layer,UNCHANGED,Rilway,Railway Plate Layer
Riretter (Shipyard),1,Riretter Shipyard,NORMALIZATION,Riretter,Rivetter Shipyard
Risturant Keeper,1,Risturant Keeper,UNCHANGED,Risturant,Restaurant Keeper
Ritect Heater,1,Ritect Heater,UNCHANGED,Ritect,Rivet Heater
Ritired Carpenter,1,Ritired Carpenter,UNCHANGED,Ritired,Retired Carpenter
Ritired Dress Maker,1,Ritired Dress Maker,UNCHANGED,Ritired,Retired Dress Maker
Ritired Housekeeper,1,Ritired Housekeeper,UNCHANGED,Ritired,Retired Housekeeper
Ritired Labourer,1,Ritired Labourer,UNCHANGED,Ritired,Retired Labourer
Rivet Reater,1,Rivet Reater,UNCHANGED,Reater,Rivet Heater
Riviter Shipyard,1,Riviter Shipyard,UNCHANGED,Riviter,Riveter Shipyard
Rivitter Shipyard,1,Rivitter Shipyard,UNCHANGED,Rivitter,Rivetter Shipyard
Rivt Heater,1,Rivt Heater,UNCHANGED,Rivt,Rivet Heater
Road Concractor and Farmer,1,Road Concractor and Farmer,UNCHANGED,Concractor,Road Contractor and Farmer
Road Contracotr,1,Road Contracotr,UNCHANGED,Contracotr,Road Contractor
Road Contractar,1,Road Contractar,UNCHANGED,Contractar,Road Contractor
Road Contrector,1,Road Contrector,UNCHANGED,Contrector,Road Contractor
Road Contructor,1,Road Contructor,UNCHANGED,Contructor,Road Contractor
Road Cooncractor,1,Road Cooncractor,UNCHANGED,Cooncractor,Road Contractor
Road Repaiter,1,Road Repaiter,UNCHANGED,Repaiter,Road Repairer
Rogher Flax,1,Rogher Flax,UNCHANGED,Rogher,Rougher Flax
Roman Caholic Clergyman,1,Roman Caholic Clergyman,UNCHANGED,Caholic,Roman Catholic Clergyman
Roman Catholic Cergyman,1,Roman Catholic Cergyman,UNCHANGED,Cergyman,Roman Catholic Clergyman
Roman Catholic Clerggman,1,Roman Catholic Clerggman,UNCHANGED,Clerggman,Roman Catholic Clergyman
Roman Catholic Cleryman,1,Roman Catholic Cleryman,UNCHANGED,Cleryman,Roman Catholic Clergyman
Roman Catholic Cleygman Curate,1,Roman Catholic Cleygman Curate,UNCHANGED,Cleygman,Roman Catholic Clergyman Curate
Roman Catholic Corate,1,Roman Catholic Corate,UNCHANGED,Corate,Roman Catholic Curate
Roman Catholic Curote,1,Roman Catholic Curote,UNCHANGED,Curote,Roman Catholic Curate
Roman Catholic Curste,1,Roman Catholic Curste,UNCHANGED,Curste,Roman Catholic Curate
Roman Catholic Curte,1,Roman Catholic Curte,UNCHANGED,Curte,Roman Catholic Curate
Romn Catholic Curate,1,Romn Catholic Curate,UNCHANGED,Romn,Roman Catholic Curate
Roner Mill,1,Roner Mill,UNCHANGED,Roner,Rover Mill
Roshman,1,Roshman,UNCHANGED,Roshman,Postman
Roughter (Flax),1,Roughter Flax,NORMALIZATION,Roughter,Rougher Flax
Royal Irish Constobalary,1,Royal Irish Constobalary,UNCHANGED,Constobalary,Royal Irish Constabulary
Rual Poast Man,1,Rual Poast Man,UNCHANGED,Rual; Poast,Rural Post Man
Rual Post Man,1,Rual Post Man,STANDARD,Rual,Rural Post Man
Rual Post-Man,1,Rual Post Man,NORMALIZATION,Rual,Rural Post Man
Ruraf Postman,1,Ruraf Postman,UNCHANGED,Ruraf,Rural Postman
Rurah Postman,1,Rurah Postman,UNCHANGED,Rurah,Rural Postman
Rural Costman,1,Rural Costman,UNCHANGED,Costman,Rural Postman
Rural Poast Man,1,Rural Poast Man,UNCHANGED,Poast,Rural Post Man
Rural Poastman,1,Rural Poastman,UNCHANGED,Poastman,Rural Postman
Rural Poatman,1,Rural Poatman,UNCHANGED,Poatman,Rural Postman
Ruraral Postman,1,Ruraral Postman,UNCHANGED,Ruraral,Rural Postman
Rurual Post Boy,1,Rurual Post Boy,UNCHANGED,Rurual,Rural Post Boy
Rutcher,1,Rutcher,UNCHANGED,Rutcher,Butcher
Rutral Post-Man,1,Rutral Post Man,NORMALIZATION,Rutral,Rural Post Man
Saamster,1,Saamster,UNCHANGED,Saamster,Seamster
Sacholar,1,Sacholar,UNCHANGED,Sacholar,Scholar
Sachool Boy,1,Sachool Boy,UNCHANGED,Sachool,School Boy
Sacolar,1,Sacolar,UNCHANGED,Sacolar,Scholar
Saddler and Harners Maker,1,Saddler and Harners Maker,UNCHANGED,Harners,Saddler and Harness Maker
Saddler and Harnes Maker,1,Saddler and Harnes Maker,UNCHANGED,Harnes,Saddler and Harness Maker
Saelsman Drapery,1,Saelsman Drapery,UNCHANGED,Saelsman,Salesman Drapery
Saileor,1,Saileor,UNCHANGED,Saileor,Sailor
Sailoar,1,Sailoar,UNCHANGED,Sailoar,Sailor
Sailor (Meretant),1,Sailor Meretant,NORMALIZATION,Meretant,Sailor Merchant
Sainter,1,Sainter,UNCHANGED,Sainter,Painter
Saiolr,1,Saiolr,UNCHANGED,Saiolr,Sailor
Saler Woman,1,Saler Woman,UNCHANGED,Saler,Sales Woman
Saleswoman Drapeny,1,Saleswoman Drapeny,UNCHANGED,Drapeny,Saleswoman Drapery
Saleswoman Drapry,1,Saleswoman Drapry,UNCHANGED,Drapry,Saleswoman Drapery
Salior Merchant,1,Salior Merchant,UNCHANGED,Salior,Sailor Merchant
Salis Girl,1,Salis Girl,UNCHANGED,Salis,Sales Girl
Salolor,1,Salolor,UNCHANGED,Salolor,Sailor
Salor-Merchant,1,Salor Merchant,NORMALIZATION,Salor,Sailor Merchant
Salt Boiller,1,Salt Boiller,UNCHANGED,Boiller,Salt Boiler
Salt Boyler,1,Salt Boyler,UNCHANGED,Boyler,Salt Boiler
Samstess,1,Samstess,UNCHANGED,Samstess,Seamstress
Samstreass,1,Samstreass,UNCHANGED,Samstreass,Seamstress
Samstriss,1,Samstriss,UNCHANGED,Samstriss,Seamstress
Samustress,1,Samustress,UNCHANGED,Samustress,Seamstress
Sanstress,1,Sanstress,UNCHANGED,Sanstress,Seamstress
Sardener Servant Domestic,1,Sardener Domestic Servant,WORD_ORDER,Sardener,Gardener Domestic Servant
Sarlor,1,Sarlor,UNCHANGED,Sarlor,Sailor
Sarmer,1,Sarmer,UNCHANGED,Sarmer,Farmer
"Sarvant, Domestic",1,"Sarvant, Domestic",UNCHANGED,Sarvant,"Servant, Domestic"
Sater,1,Sater,UNCHANGED,Sater,Slater
Sawyer Unimployed,1,Sawyer Unimployed,UNCHANGED,Unimployed,Sawyer Unemployed
Saywer Unemployed,1,Saywer Unemployed,UNCHANGED,Saywer,Sawyer Unemployed
Sccholar,1,Sccholar,UNCHANGED,Sccholar,Scholar
Sccholer,1,Sccholer,UNCHANGED,Sccholer,Scholar
Sccolar,1,Sccolar,UNCHANGED,Sccolar,Scholar
Sceamsteress,1,Sceamsteress,UNCHANGED,Sceamsteress,Seamstress
Sceanstress,1,Sceanstress,UNCHANGED,Sceanstress,Seamstress
Sceholar,1,Sceholar,UNCHANGED,Sceholar,Scholar
Scemstress,1,Scemstress,UNCHANGED,Scemstress,Seamstress
Schalr,1,Schalr,UNCHANGED,Schalr,Scholar
Schaolar,1,Schaolar,UNCHANGED,Schaolar,Scholar
Schchool Boy,1,Schchool Boy,UNCHANGED,Schchool,School Boy
Schelar,1,Schelar,UNCHANGED,Schelar,Scholar
Schellar,1,Schellar,UNCHANGED,Schellar,Scholar
Schiolar,1,Schiolar,UNCHANGED,Schiolar,Scholar
Schlr,1,Schlr,UNCHANGED,Schlr,Scholar
Schoallar,1,Schoallar,UNCHANGED,Schoallar,Scholar
Schobar,1,Schobar,UNCHANGED,Schobar,Scholar
Schohar,1,Schohar,UNCHANGED,Schohar,Scholar
Schoholar,1,Schoholar,UNCHANGED,Schoholar,Scholar
Scholall,1,Scholall,UNCHANGED,Scholall,Scholar
Scholar Instiueted at Home,1,Scholar Instiueted at Home,UNCHANGED,Instiueted,Scholar Instructed at Home
Scholar Monstress,1,Scholar Monstress,UNCHANGED,Monstress,Scholar Monitress
Scholeer,1,Scholeer,UNCHANGED,Scholeer,Scholar
Scholes,1,Scholes,UNCHANGED,Scholes,Scholar
Schollal,1,Schollal,UNCHANGED,Schollal,Scholar
Schollar and Farmers Daughter,1,Schollar and Farmer's Daughter,POSSESSIVE,Schollar,Scholar and Farmer's Daughter
Schollar and Farmers Son,1,Schollar and Farmer's Son,POSSESSIVE,Schollar,Scholar and Farmer's Son
Schollarl,1,Schollarl,UNCHANGED,Schollarl,Scholar
Schollay,1,Schollay,UNCHANGED,Schollay,Scholar
Scholmaker,1,Scholmaker,UNCHANGED,Scholmaker,Shoemaker
Scholod,1,Scholod,UNCHANGED,Scholod,Scholar
Scholor Son,1,Scholor Son,UNCHANGED,Scholor,Scholar Son
Scholore,1,Scholore,UNCHANGED,Scholore,Scholar
Scholou,1,Scholou,UNCHANGED,Scholou,Scholar
Scholrar,1,Scholrar,UNCHANGED,Scholrar,Scholar
School Boy (Schollar),1,School Boy Schollar,NORMALIZATION,Schollar,School Boy Scholar
School Gir,1,School Gir,UNCHANGED,Gir,School Girl
School Girel,1,School Girel,UNCHANGED,Girel,School Girl
School Teachar,1,School Teachar,UNCHANGED,Teachar,School Teacher
Schoole Gairl,1,Schoole Gairl,UNCHANGED,Schoole; Gairl,School Girl
Schoolmaste,1,Schoolmaste,UNCHANGED,Schoolmaste,Schoolmaster
Schoolmistrers,1,Schoolmistrers,UNCHANGED,Schoolmistrers,Schoolmistress
Schoolmstress,1,Schoolmstress,UNCHANGED,Schoolmstress,Schoolmistress
Schoolr Girl,1,Schoolr Girl,UNCHANGED,Schoolr,School Girl
Schoomaster,1,Schoomaster,UNCHANGED,Schoomaster,Schoolmaster
Schop Assistant,1,Schop Assistant,UNCHANGED,Schop,Shop Assistant
Schoralar,1,Schoralar,UNCHANGED,Schoralar,Scholar
Schotar,1,Schotar,UNCHANGED,Schotar,Scholar
Schotlar,1,Schotlar,UNCHANGED,Schotlar,Scholar
Schottar,1,Schottar,UNCHANGED,Schottar,Scholar
Schoulor,1,Schoulor,UNCHANGED,Schoulor,Scholar
Schrlor,1,Schrlor,UNCHANGED,Schrlor,Scholar
Schylor,1,Schylor,UNCHANGED,Schylor,Scholar
Sclholar,1,Sclholar,UNCHANGED,Sclholar,Scholar
Scllolar,1,Scllolar,UNCHANGED,Scllolar,Scholar
Scloolar,1,Scloolar,UNCHANGED,Scloolar,Scholar
Scoalr,1,Scoalr,UNCHANGED,Scoalr,Scholar
Scohllar,1,Scohllar,UNCHANGED,Scohllar,Scholar
Scoholas,1,Scoholas,UNCHANGED,Scoholas,Scholar
Scohool Boy,1,Scohool Boy,UNCHANGED,Scohool,School Boy
Scolar Son,1,Scolar Son,UNCHANGED,Scolar,Scholar Son
Scolarh,1,Scolarh,UNCHANGED,Scolarh,Scholar
Scolear,1,Scolear,UNCHANGED,Scolear,Scholar
Scolicitor's Clerk,1,Scolicitor's Clerk,UNCHANGED,Scolicitor's,Solicitor's Clerk
Scoohl Girl,1,Scoohl Girl,UNCHANGED,Scoohl,School Girl
Scool Teacher,1,Scool Teacher,UNCHANGED,Scool,School Teacher
Scool-Girl,1,Scool Girl,NORMALIZATION,Scool,School Girl
Scoole Girl,1,Scoole Girl,UNCHANGED,Scoole,School Girl
Scothlar,1,Scothlar,UNCHANGED,Scothlar,Scholar
Scotlar,1,Scotlar,UNCHANGED,Scotlar,Scholar
Sctolar,1,Sctolar,UNCHANGED,Sctolar,Scholar
Sctucher (Flax),1,Sctucher Flax,NORMALIZATION,Sctucher,Scutcher Flax
Sculbery Maid Domestic Servant,1,Sculbery Maid Domestic Servant,UNCHANGED,Sculbery,Scullery Maid Domestic Servant
Scullary Maid,1,Scullary Maid,UNCHANGED,Scullary,Scullery Maid
Scullary Maid Domestic Servt,1,Scullary Maid Domestic Servant,ABBREVIATION,Scullary,Scullery Maid Domestic Servant
Scullery Maid Doemstic Servant,1,Scullery Maid Doemstic Servant,UNCHANGED,Doemstic,Scullery Maid Domestic Servant
Sculley Maid,1,Sculley Maid,UNCHANGED,Sculley,Scullery Maid
Sculley Maid (Domestic Servant),1,Sculley Maid Domestic Servant,NORMALIZATION,Sculley,Scullery Maid Domestic Servant
Sculley Maid Domestic Servant,1,Sculley Maid Domestic Servant,STANDARD,Sculley,Scullery Maid Domestic Servant
Scullrey Maid Domestic Servant,1,Scullrey Maid Domestic Servant,UNCHANGED,Scullrey,Scullery Maid Domestic Servant
Sculluy Maid,1,Sculluy Maid,UNCHANGED,Sculluy,Scullery Maid
Scutche (Flax),1,Scutche Flax,NORMALIZATION,Scutche,Scutcher Flax
Scwing Agent,1,Scwing Agent,UNCHANGED,Scwing,Sewing Agent
Seaamstress,1,Seaamstress,UNCHANGED,Seaamstress,Seamstress
Seaeamstress,1,Seaeamstress,UNCHANGED,Seaeamstress,Seamstress
Seamceress,1,Seamceress,UNCHANGED,Seamceress,Seamstress
Seamctress,1,Seamctress,UNCHANGED,Seamctress,Seamstress
Seameatress,1,Seameatress,UNCHANGED,Seameatress,Seamstress
Seamerter,1,Seamerter,UNCHANGED,Seamerter,Seamster
Seamesterss,1,Seamesterss,UNCHANGED,Seamesterss,Seamstress
Seamestess,1,Seamestess,UNCHANGED,Seamestess,Seamstress
Seamestrss,1,Seamestrss,UNCHANGED,Seamestrss,Seamstress
Seametrees,1,Seametrees,UNCHANGED,Seametrees,Seamstress
Seamisstress,1,Seamisstress,UNCHANGED,Seamisstress,Seamstress
Seamister,1,Seamister,UNCHANGED,Seamister,Seamster
Seamisteress,1,Seamisteress,UNCHANGED,Seamisteress,Seamstress
Seamistres,1,Seamistres,UNCHANGED,Seamistres,Seamstress
Seampster,1,Seampster,UNCHANGED,Seampster,Seamster
Seamptriss,1,Seamptriss,UNCHANGED,Seamptriss,Seamstress
Seamrstress,1,Seamrstress,UNCHANGED,Seamrstress,Seamstress
Seamsdress,1,Seamsdress,UNCHANGED,Seamsdress,Seamstress
Seamser,1,Seamser,UNCHANGED,Seamser,Seamster
Seamsteer,1,Seamsteer,UNCHANGED,Seamsteer,Seamster
Seamstere,1,Seamstere,UNCHANGED,Seamstere,Seamster
Seamstness,1,Seamstness,UNCHANGED,Seamstness,Seamstress
Seamstrass,1,Seamstrass,UNCHANGED,Seamstrass,Seamstress
Seamstreas,1,Seamstreas,UNCHANGED,Seamstreas,Seamstress
Seamstree,1,Seamstree,UNCHANGED,Seamstree,Seamstress
Seamstreer,1,Seamstreer,UNCHANGED,Seamstreer,Seamstress
Seamstrer,1,Seamstrer,UNCHANGED,Seamstrer,Seamster
Seamstreros,1,Seamstreros,UNCHANGED,Seamstreros,Seamstress
Seamstrers,1,Seamstrers,UNCHANGED,Seamstrers,Seamstress
Seamstsess,1,Seamstsess,UNCHANGED,Seamstsess,Seamstress
Seamtrass,1,Seamtrass,UNCHANGED,Seamtrass,Seamstress
Seamtre,1,Seamtre,UNCHANGED,Seamtre,Seamster
Seamtrees,1,Seamtrees,UNCHANGED,Seamtrees,Seamstress
Seamtres,1,Seamtres,UNCHANGED,Seamtres,Seamstress
Seanptress,1,Seanptress,UNCHANGED,Seanptress,Seamstress
Seansstress,1,Seansstress,UNCHANGED,Seansstress,Seamstress
Seansterss,1,Seansterss,UNCHANGED,Seansterss,Seamstress
Seanstrees,1,Seanstrees,UNCHANGED,Seanstrees,Seamstress
Seanstres,1,Seanstres,UNCHANGED,Seanstres,Seamstress
Searvent Boy,1,Searvent Boy,UNCHANGED,Searvent,Servant Boy
Seaster,1,Seaster,UNCHANGED,Seaster,Seamster
Seastrer,1,Seastrer,UNCHANGED,Seastrer,Seamster
Secholar,1,Secholar,UNCHANGED,Secholar,Scholar
Seddler and Harness Maker,1,Seddler and Harness Maker,UNCHANGED,Seddler,Saddler and Harness Maker
Seeamestress,1,Seeamestress,UNCHANGED,Seeamestress,Seamstress
Seemtress,1,Seemtress,UNCHANGED,Seemtress,Seamstress
Seenstress,1,Seenstress,UNCHANGED,Seenstress,Seamstress
Seimstrews,1,Seimstrews,UNCHANGED,Seimstrews,Seamstress
Semamstress,1,Semamstress,UNCHANGED,Semamstress,Seamstress
Semastrees,1,Semastrees,UNCHANGED,Semastrees,Seamstress
Semetress,1,Semetress,UNCHANGED,Semetress,Seamstress
Semsber,1,Semsber,UNCHANGED,Semsber,Seamster
Semstess,1,Semstess,UNCHANGED,Semstess,Seamstress
Semstreess,1,Semstreess,UNCHANGED,Semstreess,Seamstress
Semstreis,1,Semstreis,UNCHANGED,Semstreis,Seamstress
Semstres,1,Semstres,UNCHANGED,Semstres,Seamstress
Senestress,1,Senestress,UNCHANGED,Senestress,Seamstress
Seomstress,1,Seomstress,UNCHANGED,Seomstress,Seamstress
Seonstress,1,Seonstress,UNCHANGED,Seonstress,Seamstress
Sepherd,1,Sepherd,UNCHANGED,Sepherd,Shepherd
Sercant,1,Sercant,UNCHANGED,Sercant,Servant
Serface Man,1,Serface Man,UNCHANGED,Serface,Surface Man
Sergant,1,Sergant,UNCHANGED,Sergant,Servant
Sermsterss,1,Sermsterss,UNCHANGED,Sermsterss,Seamstress
Seroavant,1,Seroavant,UNCHANGED,Seroavant,Servant
Servan General Domestic,1,Servan General Domestic,UNCHANGED,Servan,Servant General Domestic
Servan Girl,1,Servan Girl,UNCHANGED,Servan,Servant Girl
Servan Unemployed,1,Servan Unemployed,UNCHANGED,Servan,Servant Unemployed
Servand Domest,1,Servand Domest,UNCHANGED,Servand; Domest,Servant Domes
Servanet,1,Servanet,UNCHANGED,Servanet,Servant
Servant (Cooke),1,Servant Cooke,NORMALIZATION,Cooke,Servant Cook
Servant (Genel),1,Servant Genel,NORMALIZATION,Genel,Servant Genl
Servant (Genral),1,Servant Genral,NORMALIZATION,Genral,Servant General
Servant Domestic Out of Employement,1,Domestic Servant Out of Employement,WORD_ORDER,Employement,Domestic Servant Out of Employment
Servant Genrl,1,Servant Genrl,UNCHANGED,Genrl,Servant Genl
Servant Ginl,1,Servant Ginl,UNCHANGED,Ginl,Servant Girl
Servant Houskeeper,1,Servant Houskeeper,UNCHANGED,Houskeeper,Servant Housekeeper
Servant Laundess,1,Servant Laundess,UNCHANGED,Laundess,Servant Laundress
Servant Maied Domestic,1,Servant Maied Domestic,UNCHANGED,Maied,Servant Maid Domestic
Servant Parlormaid,1,Servant Parlormaid,UNCHANGED,Parlormaid,Servant Parlourmaid
Servant Parloumaid,1,Servant Parloumaid,UNCHANGED,Parloumaid,Servant Parlourmaid
Servant Unemployd,1,Servant Unemployd,UNCHANGED,Unemployd,Servant Unemployed
Servant Unemplye,1,Servant Unemplye,UNCHANGED,Unemplye,Servant Unemployed
Servant Unimployed,1,Servant Unimployed,UNCHANGED,Unimployed,Servant Unemployed
Servant-Cooke,1,Servant Cooke,NORMALIZATION,Cooke,Servant Cook
Servanth,1,Servanth,UNCHANGED,Servanth,Servant
Servat General Domestic,1,Servat General Domestic,UNCHANGED,Servat,Servant General Domestic
Servatt,1,Servatt,UNCHANGED,Servatt,Servant
Serveant Labourer,1,Serveant Labourer,UNCHANGED,Serveant,Servant Labourer
Servenat,1,Servenat,UNCHANGED,Servenat,Servant
Servent Agricultural,1,Servent Agricultural,UNCHANGED,Servent,Servant Agricultural
Servent Cook,1,Servent Cook,UNCHANGED,Servent,Servant Cook
Servent Domes,1,Servent Domes,UNCHANGED,Servent,Servant Domes
Servent Girl,1,Servent Girl,UNCHANGED,Servent,Servant Girl
Servent Man,1,Servent Man,UNCHANGED,Servent,Servant Man
Servent Nurse,1,Servent Nurse,UNCHANGED,Servent,Servant Nurse
"Servent, General",1,"Servent, General",UNCHANGED,Servent,"Servant, General"
Serveont,1,Serveont,UNCHANGED,Serveont,Servant
Servint,1,Servint,UNCHANGED,Servint,Servant
Servint Boy,1,Servint Boy,UNCHANGED,Servint,Servant Boy
Servnt Labourer,1,Servnt Labourer,UNCHANGED,Servnt,Servant Labourer
Servt-Boye,1,Servant Boye,ABBREVIATION; NORMALIZATION,Boye,Servant Boy
Serwant,1,Serwant,UNCHANGED,Serwant,Servant
Setl Maker,1,Setl Maker,UNCHANGED,Setl,Set Maker
Sewing Machinc Agent,1,Sewing Machinc Agent,UNCHANGED,Machinc,Sewing Machine Agent
Sewing Machine Agnet,1,Sewing Machine Agnet,UNCHANGED,Agnet,Sewing Machine Agent
Sewing Machins Agent,1,Sewing Machins Agent,UNCHANGED,Machins,Sewing Machine Agent
Sewing Mechine Agnet,1,Sewing Mechine Agnet,UNCHANGED,Mechine; Agnet,Sewing Machine Agent
Sewing Mechine Mechanic,1,Sewing Mechine Mechanic,UNCHANGED,Mechine,Sewing Machine Mechanic
Shar Woman,1,Shar Woman,UNCHANGED,Shar,Char Woman
Sharwoman,1,Sharwoman,UNCHANGED,Sharwoman,Charwoman
Shcolor,1,Shcolor,UNCHANGED,Shcolor,Scholar
Shcool Boy,1,Shcool Boy,UNCHANGED,Shcool,School Boy
Sheamstress,1,Sheamstress,UNCHANGED,Sheamstress,Seamstress
Sheaperd,1,Sheaperd,UNCHANGED,Sheaperd,Shepherd
Sheaphord,1,Sheaphord,UNCHANGED,Sheaphord,Shepherd
Sheephard,1,Sheephard,UNCHANGED,Sheephard,Shepherd
Shemaker,1,Shemaker,UNCHANGED,Shemaker,Shoemaker
Sheomaker,1,Sheomaker,UNCHANGED,Sheomaker,Shoemaker
Shepdherd,1,Shepdherd,UNCHANGED,Shepdherd,Shepherd
Shepeard,1,Shepeard,UNCHANGED,Shepeard,Shepherd
Sheperd Domestic,1,Sheperd Domestic,UNCHANGED,Sheperd,Shepherd Domestic
Sheperd's Daughter,1,Sheperd's Daughter,UNCHANGED,Sheperd's,Shepherd's Daughter
Shephad,1,Shephad,UNCHANGED,Shephad,Shepherd
Shephard Domestic,1,Shephard Domestic,UNCHANGED,Shephard,Shepherd Domestic
Shephed,1,Shephed,UNCHANGED,Shephed,Shepherd
Shephord,1,Shephord,UNCHANGED,Shephord,Shepherd
Sheplerd,1,Sheplerd,UNCHANGED,Sheplerd,Shepherd
Sheppard (Domestic Servant),1,Sheppard Domestic Servant,NORMALIZATION,Sheppard,Shepherd Domestic Servant
Sheppard's Son,1,Sheppard's Son,UNCHANGED,Sheppard's,Shepherd's Son
Sheppeard,1,Sheppeard,UNCHANGED,Sheppeard,Shepherd
Shepperd Domestic,1,Shepperd Domestic,UNCHANGED,Shepperd,Shepherd Domestic
Sheppered,1,Sheppered,UNCHANGED,Sheppered,Shepherd
Sheppherd-Domestic,1,Sheppherd Domestic,NORMALIZATION,Sheppherd,Shepherd Domestic
Shepsard,1,Shepsard,UNCHANGED,Shepsard,Shepherd
Shepshrd,1,Shepshrd,UNCHANGED,Shepshrd,Shepherd
Shert Cutter,1,Shert Cutter,UNCHANGED,Shert,Shirt Cutter
Shert Maker,1,Shert Maker,UNCHANGED,Shert,Shirt Maker
Shewmaker,1,Shewmaker,UNCHANGED,Shewmaker,Shoemaker
Shhoolar,1,Shhoolar,UNCHANGED,Shhoolar,Scholar
Ship Carpentor,1,Ship Carpentor,UNCHANGED,Carpentor,Ship Carpenter
Ship Carpeter,1,Ship Carpeter,UNCHANGED,Carpeter,Ship Carpenter
Ship Carptner,1,Ship Carptner,UNCHANGED,Carptner,Ship Carpenter
Ship Cartpenter,1,Ship Cartpenter,UNCHANGED,Cartpenter,Ship Carpenter
Ship Charpenter,1,Ship Charpenter,UNCHANGED,Charpenter,Ship Carpenter
Ship Corpenter,1,Ship Corpenter,UNCHANGED,Corpenter,Ship Carpenter
Ship Corpinter,1,Ship Corpinter,UNCHANGED,Corpinter,Ship Carpenter
Ship Ploter,1,Ship Ploter,UNCHANGED,Ploter,Ship Plater
Ship Regger,1,Ship Regger,UNCHANGED,Regger,Ship Rigger
Ship Riegger,1,Ship Riegger,UNCHANGED,Riegger,Ship Rigger
Ship Snith,1,Ship Snith,UNCHANGED,Snith,Ship Smith
Ship Yard Laubourer,1,Ship Yard Laubourer,UNCHANGED,Laubourer,Ship Yard Labourer
Shipbuilter,1,Shipbuilter,UNCHANGED,Shipbuilter,Shipbuilder
Shipewright,1,Shipewright,UNCHANGED,Shipewright,Shipwright
Shipnwright,1,Shipnwright,UNCHANGED,Shipnwright,Shipwright
Shiprighte,1,Shiprighte,UNCHANGED,Shiprighte,Shipwright
Shiprright,1,Shiprright,UNCHANGED,Shiprright,Shipwright
Shipwricht,1,Shipwricht,UNCHANGED,Shipwricht,Shipwright
Shipwrigt,1,Shipwrigt,UNCHANGED,Shipwrigt,Shipwright
Shipwritght,1,Shipwritght,UNCHANGED,Shipwritght,Shipwright
Shipwrith,1,Shipwrith,UNCHANGED,Shipwrith,Shipwright
