occupation,count,corrected_occupation,change_category
News Agent (Especially) and Shop Keeper,1,News Agent Especially and Shop Keeper,NORMALIZATION
News Pape-Editor,1,News Pape Editor,NORMALIZATION
News Writer (Pressman),1,News Writer Pressman,NORMALIZATION
News-Agent Stationer,1,News Agent Stationer,NORMALIZATION
Newspaper Clerk (Unemployed),1,Newspaper Clerk Unemployed,NORMALIZATION
Newspaper Proof Reader (Press),1,Newspaper Proof Reader Press,NORMALIZATION
Newspaper-Porter,1,Newspaper Porter,NORMALIZATION
Night - Watchman,1,Night Watchman,NORMALIZATION
Night Wachman (Boyne Wearing),1,Night Wachman Boyne Wearing,NORMALIZATION
Night Wachman-Quay,1,Night Wachman Quay,NORMALIZATION
Night Watch Man (Drogheda Corperation),1,Night Watch Man Drogheda Corperation,NORMALIZATION
Night Watch-Man (Drogheda Corporation),1,Night Watch Man Drogheda Corporation,NORMALIZATION
Night Watch-Man at Workhouse,1,Night Watch Man at Workhouse,NORMALIZATION
Night Watchman (House Property),1,Night Watchman House Property,NORMALIZATION
Night Watchman (Railway),1,Night Watchman Railway,NORMALIZATION
Night Watchman (Steamboats),1,Night Watchman Steamboats,NORMALIZATION
Night Watchman at (Railway Station),1,Night Watchman at Railway Station,NORMALIZATION
Night-Porter,1,Night Porter,NORMALIZATION
Night-Watch Man,1,Night Watch Man,NORMALIZATION
Night-Watchman in Farm Yard,1,Night Watchman in Farm Yard,NORMALIZATION
Nightgate-Man,1,Nightgate Man,NORMALIZATION
Nil (Pauper),1,Nil Pauper,NORMALIZATION
"Nil, (Annuitant)",1,"Nil, Annuitant",NORMALIZATION
Nil-Wife,1,Nil Wife,NORMALIZATION
Nipper (Harbour),1,Nipper Harbour,NORMALIZATION
Nipper (Queens Island),1,Nipper Queens Island,NORMALIZATION
Nl. School Teacher-English,1,Nl. School Teacher English,NORMALIZATION
No - Scholar,1,No Scholar,NORMALIZATION
No Business (Income From House Property),1,No Business Income From House Property,NORMALIZATION
No Calling-Income Derived from Intrest of Money,1,No Calling Income Derived from Intrest of Money,NORMALIZATION
No Employment (Gets Out-Door Relief),1,No Employment Gets Out Door Relief,NORMALIZATION
No employment Gettery Out-Door Relief,1,No employment Gettery Out Door Relief,NORMALIZATION
No Occupation (Being Sick),1,No Occupation Being Sick,NORMALIZATION
No Occupation (Blind),1,No Occupation Blind,NORMALIZATION
No Occupation (Formerly a Charwoman),1,No Occupation Formerly a Charwoman,NORMALIZATION
No Occupation (Genl. Servant Domestic),1,No Occupation Genl. Servant Domestic,NORMALIZATION
No Occupation (Head of House),1,No Occupation Head of House,NORMALIZATION
No Occupation (Income Rents and Interest and C),1,No Occupation Income Rents and Interest and C,NORMALIZATION
No Occupation (Income Rents),1,No Occupation Income Rents,NORMALIZATION
No Occupation (Is a Cripple),1,No Occupation Is a Cripple,NORMALIZATION
No Occupation (Lame),1,No Occupation Lame,NORMALIZATION
No Occupation (Land Owner),1,No Occupation Land Owner,NORMALIZATION
No Occupation (Out Door Relief),1,No Occupation Out Door Relief,NORMALIZATION
No Occupation (Private Means),1,No Occupation Private Means,NORMALIZATION
No Occupation (Pupil),1,No Occupation Pupil,NORMALIZATION
No Occupation (Retired Farmer),1,No Occupation Retired Farmer,NORMALIZATION
No Occupation (Supported Leg her Family Living Away),1,No Occupation Supported Leg her Family Living Away,NORMALIZATION
No Occupation Income-Annuity,1,No Occupation Income Annuity,NORMALIZATION
No Occupation Mirgta Means (Interest Bank Shares),1,No Occupation Mirgta Means Interest Bank Shares,NORMALIZATION
"No Occupation, (Annuitant)",1,"No Occupation, Annuitant",NORMALIZATION
No Occupation-Deformed,1,No Occupation Deformed,NORMALIZATION
No Occupation-Dividends and C,1,No Occupation Dividends and C,NORMALIZATION
"No Occupation-Income Derived from Houses, Dividends, etc",1,"No Occupation Income Derived from Houses, Dividends, etc",NORMALIZATION
"No Occupation-Income Derived from Son Employed in H M Prison, Mountjoy",1,"No Occupation Income Derived from Son Employed in H M Prison, Mountjoy",NORMALIZATION
No Occupation-Income Derived from Stocks,1,No Occupation Income Derived from Stocks,NORMALIZATION
No Occupation-Income from Houses and Money,1,No Occupation Income from Houses and Money,NORMALIZATION
No Occupation-Living By Private Means,1,No Occupation Living By Private Means,NORMALIZATION
No Occupation-Retired Coachman,1,No Occupation Retired Coachman,NORMALIZATION
No Occupation-Retired Farmer,1,No Occupation Retired Farmer,NORMALIZATION
No Occupation-Stock Holder,1,No Occupation Stock Holder,NORMALIZATION
No Particular Profession (Assisting in Farm),1,No Particular Profession Assisting in Farm,NORMALIZATION
No Particular Profession (Housekeeping),1,No Particular Profession Housekeeping,NORMALIZATION
No Profession (Income Interest and Invalid),1,No Profession Income Interest and Invalid,NORMALIZATION
No Profession - Annuitant,1,No Profession Annuitant,NORMALIZATION
No Profession - Deriving Income from Land and Dividends,1,No Profession Deriving Income from Land and Dividends,NORMALIZATION
No Profession Employed at (Home),1,No Profession Employed at Home,NORMALIZATION
No Profession I.P. and Lt. Colonel (Retired),1,No Profession I.P. and Lt. Colonel Retired,NORMALIZATION
No Profession or Occupation (Independent Means),1,No Profession or Occupation Independent Means,NORMALIZATION
No Profession-Income,1,No Profession Income,NORMALIZATION
No Profession-Income Cheafly From Divindands Annuity,1,No Profession Income Cheafly From Divindands Annuity,NORMALIZATION
No Profession-Income Derived from Dividends,1,No Profession Income Derived from Dividends,NORMALIZATION
No Profession-Income from House,1,No Profession Income from House,NORMALIZATION
No Profession-Land and Divd Owner and C,1,No Profession Land and Divd Owner and C,NORMALIZATION
No Public Employment-Private Ireland,1,No Public Employment Private Ireland,NORMALIZATION
No Soldiers (Militia),1,No Soldiers Militia,NORMALIZATION
"No Trade, Mign ? (No Means Ag Living)",1,"No Trade, Mign ? No Means Ag Living",NORMALIZATION
No-Employment Annuitant,1,No Employment Annuitant,NORMALIZATION
Non-Professional,1,Non Professional,NORMALIZATION
Non-Subscribing Presbyn-Chegyman,1,Non Subscribing Presbyn Chegyman,NORMALIZATION
Non-Subscribing Presbyteian Minister,1,Non Subscribing Presbyteian Minister,NORMALIZATION
Non-Textile Factory Labourer in the Making of Condensed Milk,1,Non Textile Factory Labourer in the Making of Condensed Milk,NORMALIZATION
Non-Worker,1,Non Worker,NORMALIZATION
None (Hos House Property),1,None Hos House Property,NORMALIZATION
None (House Keeper),1,None House Keeper,NORMALIZATION
None (In Receipt of Poor Law Relief),1,None In Receipt of Poor Law Relief,NORMALIZATION
None (Income from Houses),1,None Income from Houses,NORMALIZATION
None (Invalid),1,None Invalid,NORMALIZATION
None (Panper),1,None Panper,NORMALIZATION
None (Policeman's Son),1,None Policeman's Son,NORMALIZATION
None (Private Means),1,None Private Means,NORMALIZATION
None (R. I. C. Pensioner Son),1,None R. I. C. Pensioner Son,NORMALIZATION
None (Receiving Poor Law Relief),1,None Receiving Poor Law Relief,NORMALIZATION
None (Sick),1,None Sick,NORMALIZATION
None (Soldiers Wife),1,None Soldiers Wife,NORMALIZATION
None (Through Old Age),1,None Through Old Age,NORMALIZATION
None (Tramp),1,None Tramp,NORMALIZATION
None (Wife),1,None Wife,NORMALIZATION
None - Interest of Money,1,None Interest of Money,NORMALIZATION
None - Living on Interest of Money,1,None Living on Interest of Money,NORMALIZATION
None - Retired Merchant,1,None Retired Merchant,NORMALIZATION
None Living on Out - Door Relief,1,None Living on Out Door Relief,NORMALIZATION
None M A (Oxas),1,None M A Oxas,NORMALIZATION
"None, (R. I. C. Pensioner Son)",1,"None, R. I. C. Pensioner Son",NORMALIZATION
None-Allowance Received From Husband,1,None Allowance Received From Husband,NORMALIZATION
None-Annuit,1,None Annuit,NORMALIZATION
None-Annuitant,1,None Annuitant,NORMALIZATION
None-Annuity,1,None Annuity,NORMALIZATION
None-Dividends,1,None Dividends,NORMALIZATION
None-Income Derived from Land and Annuities,1,None Income Derived from Land and Annuities,NORMALIZATION
None-Income From Investments,1,None Income From Investments,NORMALIZATION
None-Policeman's Son,1,None Policeman's Son,NORMALIZATION
None-Receives Poor Law Relief,1,None Receives Poor Law Relief,NORMALIZATION
None-Receiving Relief From Union,1,None Receiving Relief From Union,NORMALIZATION
None-Reclives Support From Earnmes of Nephew,1,None Reclives Support From Earnmes of Nephew,NORMALIZATION
None-Wife,1,None Wife,NORMALIZATION
Not any (Income),1,Not any Income,NORMALIZATION
Not at School (Child),1,Not at School Child,NORMALIZATION
Not at-School,1,Not at School,NORMALIZATION
Not-Employed,1,Not Employed,NORMALIZATION
Nothing (Interest of Money),1,Nothing Interest of Money,NORMALIZATION
Nothing-At Home,1,Nothing At Home,NORMALIZATION
Nothing-At Home-Invalid,1,Nothing At Home Invalid,NORMALIZATION
Nt. Teacher (Unemployed),1,Nt. Teacher Unemployed,NORMALIZATION
Nune-Domestic Servant,1,Nune Domestic Servant,NORMALIZATION
Nurce-D. Servant,1,Nurce D. Servant,NORMALIZATION
Nures-Domestic Servant,1,Nures Domestic Servant,NORMALIZATION
Nurs-Domestic,1,Nurs Domestic,NORMALIZATION
Nurse (Child),1,Nurse Child,NORMALIZATION
Nurse (Dom. Servant),1,Nurse Dom. Servant,NORMALIZATION
Nurse (Domestic S.,1,Nurse Domestic S.,NORMALIZATION
Nurse (Domestic Ser,1,Nurse Domestic Ser,NORMALIZATION
Nurse (Domestic servant),1,Nurse Domestic servant,NORMALIZATION
Nurse (domestic),1,Nurse domestic,NORMALIZATION
Nurse (Domestic) Servant,1,Nurse Domestic Servant,NORMALIZATION
Nurse (Hosp),1,Nurse Hosp,NORMALIZATION
Nurse (Hospital Trained),1,Nurse Hospital Trained,NORMALIZATION
Nurse (Hospital) Trained,1,Nurse Hospital Trained,NORMALIZATION
Nurse (Household),1,Nurse Household,NORMALIZATION
Nurse (Infirmary),1,Nurse Infirmary,NORMALIZATION
Nurse (Ladie's),1,Nurse Ladie's,NORMALIZATION
Nurse (M.r.s),1,Nurse M.r.s,NORMALIZATION
Nurse (Mid Wife),1,Nurse Mid Wife,NORMALIZATION
Nurse (Mudwifory),1,Nurse Mudwifory,NORMALIZATION
Nurse (Night Dom),1,Nurse Night Dom,NORMALIZATION
Nurse (Obstetric),1,Nurse Obstetric,NORMALIZATION
Nurse (Private),1,Nurse Private,NORMALIZATION
Nurse (Retired),1,Nurse Retired,NORMALIZATION
Nurse (Sick),1,Nurse Sick,NORMALIZATION
Nurse (Surgecal),1,Nurse Surgecal,NORMALIZATION
Nurse (Trained Medical Surgical and Midwifery),1,Nurse Trained Medical Surgical and Midwifery,NORMALIZATION
Nurse (Union),1,Nurse Union,NORMALIZATION
Nurse (Wet),1,Nurse Wet,NORMALIZATION
Nurse - Children's Domestic,1,Nurse Children's Domestic,NORMALIZATION
Nurse - Dom,1,Nurse Dom,NORMALIZATION
Nurse - Domestic Servant House maid,1,Nurse Domestic Servant House maid,NORMALIZATION
Nurse - Domestic St,1,Nurse Domestic St,NORMALIZATION
Nurse - Domestic Svt,1,Nurse Domestic Svt,NORMALIZATION
Nurse - Ladies,1,Nurse Ladies,NORMALIZATION
Nurse - Mental,1,Nurse Mental,NORMALIZATION
Nurse - Mid Wife,1,Nurse Mid Wife,NORMALIZATION
Nurse - Midwifery,1,Nurse Midwifery,NORMALIZATION
Nurse - Professional,1,Nurse Professional,NORMALIZATION
Nurse - Servant,1,Nurse Servant,NORMALIZATION
Nurse - Servant Domestic,1,Nurse Servant Domestic,NORMALIZATION
Nurse - Sick,1,Nurse Sick,NORMALIZATION
Nurse -Domestic Servt.,1,Nurse Domestic Servt.,NORMALIZATION
Nurse and House Maid-Domestic Servant,1,Nurse and House Maid Domestic Servant,NORMALIZATION
Nurse and Mid-Wife,1,Nurse and Mid Wife,NORMALIZATION
Nurse D-Servant,1,Nurse D Servant,NORMALIZATION
Nurse Dom-Servt,1,Nurse Dom Servt,NORMALIZATION
Nurse Domestic Servant (General),1,Nurse Domestic Servant General,NORMALIZATION
Nurse Housemaid-Domestic Servant,1,Nurse Housemaid Domestic Servant,NORMALIZATION
Nurse in Female (Hospital),1,Nurse in Female Hospital,NORMALIZATION
Nurse Maid (Domestic Servant),1,Nurse Maid Domestic Servant,NORMALIZATION
Nurse Servant (Domestic),1,Nurse Servant Domestic,NORMALIZATION
Nurse Servant-Domestic,1,Nurse Servant Domestic,NORMALIZATION
Nurse to Workhouse (Infirmery),1,Nurse to Workhouse Infirmery,NORMALIZATION
Nurse Trained (Hospital),1,Nurse Trained Hospital,NORMALIZATION
Nurse Unemployed (Domestic Servant),1,Nurse Unemployed Domestic Servant,NORMALIZATION
Nurse Work-House,1,Nurse Work House,NORMALIZATION
"Nurse, (Domestic Servant)",1,"Nurse, Domestic Servant",NORMALIZATION
"Nurse,-Domestic Servant",1,"Nurse, Domestic Servant",NORMALIZATION
Nurse-(Domestic Servant),1,Nurse Domestic Servant,NORMALIZATION
Nurse-(Domestic Servt),1,Nurse Domestic Servant,DICT_LOOKUP; NORMALIZATION
Nurse-(Midwife),1,Nurse Midwife,NORMALIZATION
Nurse-(Professional),1,Nurse Professional,NORMALIZATION
Nurse-Asylum,1,Nurse Asylum,NORMALIZATION
Nurse-Barrington's Hospital,1,Nurse Barrington's Hospital,NORMALIZATION
Nurse-Childern,1,Nurse Childern,NORMALIZATION
Nurse-Children,1,Nurse Children,NORMALIZATION
Nurse-Companion,1,Nurse Companion,NORMALIZATION
Nurse-D. S,1,Nurse D. S,NORMALIZATION
Nurse-D.S.,1,Nurse D.S.,NORMALIZATION
Nurse-Dealer,1,Nurse Dealer,NORMALIZATION
Nurse-Dom Sevt,1,Nurse Dom Sevt,NORMALIZATION
Nurse-Dom. Serv.,1,Nurse Dom. Serv.,NORMALIZATION
Nurse-Dom. Servt.,1,Nurse Dom. Servt.,NORMALIZATION
Nurse-Domc Servt,1,Nurse Domc Servt,NORMALIZATION
Nurse-Domesitc Servant,1,Nurse Domesitc Servant,NORMALIZATION
Nurse-Domest Servant,1,Nurse Domest Servant,NORMALIZATION
Nurse-Domestic (Servant),1,Nurse Domestic Servant,NORMALIZATION
Nurse-Domestic and Servant,1,Nurse Domestic and Servant,NORMALIZATION
Nurse-Domestic Se,1,Nurse Domestic Se,NORMALIZATION
Nurse-Domestic Servat,1,Nurse Domestic Servat,NORMALIZATION
Nurse-Domestic Sevt.,1,Nurse Domestic Sevt.,NORMALIZATION
Nurse-Domestic Sister,1,Nurse Domestic Sister,NORMALIZATION
Nurse-Domestic Sr,1,Nurse Domestic Sr,NORMALIZATION
Nurse-Domestic Svt.,1,Nurse Domestic Svt.,NORMALIZATION
Nurse-Domestic-Servant,1,Nurse Domestic Servant,NORMALIZATION
Nurse-Domesticate,1,Nurse Domesticate,NORMALIZATION
Nurse-Dst-Svt,1,Nurse Dst Svt,NORMALIZATION
Nurse-Frained,1,Nurse Frained,NORMALIZATION
Nurse-Gen-Servant,1,Nurse Gen Servant,NORMALIZATION
Nurse-Hospital Medical and Surgical,1,Nurse Hospital Medical and Surgical,NORMALIZATION
Nurse-House Maid Domestic,1,Nurse House Maid Domestic,NORMALIZATION
Nurse-Housemaid,1,Nurse Housemaid,NORMALIZATION
Nurse-Housemaid-Domestic Servt,1,Nurse Housemaid Domestic Servt,NORMALIZATION
Nurse-Maid D S,1,Nurse Maid D S,NORMALIZATION
Nurse-Maid Domestic Servt,1,Nurse Maid Domestic Servt,NORMALIZATION
Nurse-Maid Domestic-Servant,1,Nurse Maid Domestic Servant,NORMALIZATION
Nurse-Maid-Domestic Servant,1,Nurse Maid Domestic Servant,NORMALIZATION
Nurse-Maternity,1,Nurse Maternity,NORMALIZATION
Nurse-Matron,1,Nurse Matron,NORMALIZATION
Nurse-Midwife?,1,Nurse Midwife?,NORMALIZATION
Nurse-Midwifery,1,Nurse Midwifery,NORMALIZATION
Nurse-on Outdoor Relief,1,Nurse on Outdoor Relief,NORMALIZATION
Nurse-Qualified,1,Nurse Qualified,NORMALIZATION
Nurse-Retired from Service,1,Nurse Retired from Service,NORMALIZATION
Nurse-Scholar,1,Nurse Scholar,NORMALIZATION
Nurse-Sick and Midwife,1,Nurse Sick and Midwife,NORMALIZATION
Nurse-Trained,1,Nurse Trained,NORMALIZATION
Nurse-Union Infirmary,1,Nurse Union Infirmary,NORMALIZATION
Nurse-Visiting,1,Nurse Visiting,NORMALIZATION
Nurse. (Lady),1,Nurse. Lady,NORMALIZATION
Nurse.(Ladies),1,Nurse.Ladies,NORMALIZATION
Nursemaid-Domestic,1,Nursemaid Domestic,NORMALIZATION
Nursery Governess-Domestic Servt,1,Nursery Governess Domestic Servt,NORMALIZATION
Nursery Maid (Domestic Servant),1,Nursery Maid Domestic Servant,NORMALIZATION
Nursery Maid-Domestic,1,Nursery Maid Domestic,NORMALIZATION
Nursery Maid-Unemployed,1,Nursery Maid Unemployed,NORMALIZATION
Nursery-Maid,1,Nursery Maid,NORMALIZATION
Nursery-Maid D. Servant,1,Nursery Maid D. Servant,NORMALIZATION
Nursery-Mans Daughter,1,Nursery Mans Daughter,NORMALIZATION
Nursey Maid-Domestic,1,Nursey Maid Domestic,NORMALIZATION
Nursing Maid (Domestic Servant),1,Nursing Maid Domestic Servant,NORMALIZATION
Nuse-Domestic Servant,1,Nuse Domestic Servant,NORMALIZATION
Occasion Ally Employed at Stone-Breaking,1,Occasion Ally Employed at Stone Breaking,NORMALIZATION
Occupation-Nil Income derived from Dividend and House Property,1,Occupation Nil Income derived from Dividend and House Property,NORMALIZATION
Odd Man-Domestic Sevt,1,Odd Man Domestic Sevt,NORMALIZATION
Odd-Man Domestic Servant,1,Odd Man Domestic Servant,NORMALIZATION
Off? Parish-Priest,1,Off? Parish Priest,NORMALIZATION
Office - Boy,1,Office Boy,NORMALIZATION
Office - Cleaner,1,Office Cleaner,NORMALIZATION
Office Apprentice (Hardware),1,Office Apprentice Hardware,NORMALIZATION
Office Apprentice (Jeweller's),1,Office Apprentice Jeweller's,NORMALIZATION
Office Boy (Messenger),1,Office Boy Messenger,NORMALIZATION
Office Cleaner (Domestic Servant),1,Office Cleaner Domestic Servant,NORMALIZATION
Office Clerk (Apprentice),1,Office Clerk Apprentice,NORMALIZATION
Office Clerk (Mineral Water Manufactures and Spirit),1,Office Clerk Mineral Water Manufactures and Spirit,NORMALIZATION
Office Clerk (Oils Color and Drug),1,Office Clerk Oils Color and Drug,NORMALIZATION
Office Clerk-Coal,1,Office Clerk Coal,NORMALIZATION
Office Clerk-Creamery,1,Office Clerk Creamery,NORMALIZATION
Office Clerk-Gunpowder Mills,1,Office Clerk Gunpowder Mills,NORMALIZATION
Office Clerk-Provision,1,Office Clerk Provision,NORMALIZATION
Office Clerk-Tram Co,1,Office Clerk Tram Co,NORMALIZATION
Office Girl (Assistant Book Keeper),1,Office Girl Assistant Book Keeper,NORMALIZATION
Office Letter Port-Carrier,1,Office Letter Port Carrier,NORMALIZATION
Office of Ireland Revenue 1st Class:- Excise Branch,1,Office of Ireland Revenue 1st Class: Excise Branch,NORMALIZATION
Office of Public Works Dublin Teacher (Convent N School),1,Office of Public Works Dublin Teacher Convent N School,NORMALIZATION
Officer (Army),1,Officer Army,NORMALIZATION
Officer (Irish Lights Serving),1,Officer Irish Lights Serving,NORMALIZATION
Officer 1st Class H.M.Ireland Reve (Excise Branch),1,Officer 1st Class H.M.Ireland Reve Excise Branch,NORMALIZATION
Officer 1st Class Ireland Revenue (Excise Branch),1,Officer 1st Class Ireland Revenue Excise Branch,NORMALIZATION
Officer in Charge of (Sub Fire Station),1,Officer in Charge of Sub Fire Station,NORMALIZATION
Officer Inland Revenue 1st Class-Excise Branch,1,Officer Inland Revenue 1st Class Excise Branch,NORMALIZATION
Officer Intd. Reve. (Excise Branch),1,Officer Intd. Reve. Excise Branch,NORMALIZATION
Officer of Excise (1st Class) Ireland Revenue Department,1,Officer of Excise 1st Class Ireland Revenue Department,NORMALIZATION
"Officer of Inland Revenue, (Excise Branch)",1,"Officer of Inland Revenue, Excise Branch",NORMALIZATION
Officer of Ireland Rev (Retired),1,Officer of Ireland Rev Retired,NORMALIZATION
Officer of Ireland Revenue 15th Class (Excise Dept),1,Officer of Ireland Revenue 15th Class Excise Dept,NORMALIZATION
"Officer's Wife (Active Service, Infantry)",1,"Officer's Wife Active Service, Infantry",NORMALIZATION
Officer-Inland Revenue,1,Officer Inland Revenue,NORMALIZATION
Officer-Retired List,1,Officer Retired List,NORMALIZATION
Official (Nurse),1,Official Nurse,NORMALIZATION
Oiler (Factory),1,Oiler Factory,NORMALIZATION
Oiler (Weaving Factory),1,Oiler Weaving Factory,NORMALIZATION
Oiler - in Factory,1,Oiler in Factory,NORMALIZATION
Oiler Spinning Factory (Flax,1,Oiler Spinning Factory Flax,NORMALIZATION
Old-Clothes Dealer,1,Old Clothes Dealer,NORMALIZATION
Olderman-Solicitor,1,Olderman Solicitor,NORMALIZATION
"On Don Office List of Officers of the Army Retired""-At Retire in help appoint of Adoptant Vol Service (Rank. Theodre Major ? Pay in all ?",1,"On Don Office List of Officers of the Army Retired"" At Retire in help appoint of Adoptant Vol Service Rank. Theodre Major ? Pay in all ?",NORMALIZATION
On Out-Door Relief and C,1,On Out Door Relief and C,NORMALIZATION
One Visit her-Return as Farmer's Wife,1,One Visit her Return as Farmer's Wife,NORMALIZATION
Operator-Telephone,1,Operator Telephone,NORMALIZATION
Optician-Specialist for Spectacles,1,Optician Specialist for Spectacles,NORMALIZATION
Oramenter (Linen),1,Oramenter Linen,NORMALIZATION
Ordinary Seaman-Mercantile,1,Ordinary Seaman Mercantile,NORMALIZATION
Ordinery Sea-Man,1,Ordinery Sea Man,NORMALIZATION
Ordnance Larey (Retired),1,Ordnance Larey Retired,NORMALIZATION
Ordnance Survey (Civil Assistant),1,Ordnance Survey Civil Assistant,NORMALIZATION
Ordnance Survey (Civil Assistant) (Temporary),1,Ordnance Survey Civil Assistant Temporary,NORMALIZATION
Ordnance Survey Department (Temporary Civil Assistant) Superintendent Detail Section,1,Ordnance Survey Department Temporary Civil Assistant Superintendent Detail Section,NORMALIZATION
Ordnance Survey Dept. Board of Agriculture (England),1,Ordnance Survey Dept. Board of Agriculture England,NORMALIZATION
Ordnance Surveyor (Superannuated),1,Ordnance Surveyor Superannuated,NORMALIZATION
Ordnance Surveyor (Superanuated),1,Ordnance Surveyor Superanuated,NORMALIZATION
Ordnance Surveyor (T.C.A.),1,Ordnance Surveyor T.C.A.,NORMALIZATION
"Ordnance Surveyor, (Civil Servant)",1,"Ordnance Surveyor, Civil Servant",NORMALIZATION
Ordnance-Clerk,1,Ordnance Clerk,NORMALIZATION
Ordnance-Surveyors Assistant,1,Ordnance Surveyors Assistant,NORMALIZATION
Ordr Warder (Clerk Warder),1,Ordr Warder Clerk Warder,NORMALIZATION
Organist-Clerk-Bookseller,1,Organist Clerk Bookseller,NORMALIZATION
Organist-Professor of Music,1,Organist Professor of Music,NORMALIZATION
Organsior of Vocal Music (National Education Board),1,Organsior of Vocal Music National Education Board,NORMALIZATION
Ornamenter (Employed),1,Ornamenter Employed,NORMALIZATION
Ornamenter (Linen),1,Ornamenter Linen,NORMALIZATION
Ornamentor (Handkerchief),1,Ornamentor Handkerchief,NORMALIZATION
Ornamentor-Wareroom,1,Ornamentor Wareroom,NORMALIZATION
Ornmenter (Wareroom),1,Ornmenter Wareroom,NORMALIZATION
Ostler - Domestic Servant,1,Ostler Domestic Servant,NORMALIZATION
Ouder's Merchantile Clerk-?,1,Ouder's Merchantile Clerk ?,NORMALIZATION
Out Door - Relief,1,Out Door Relief,NORMALIZATION
Out of Employment (Domestic-Servant),1,Out of Employment Domestic Servant,NORMALIZATION
Out-door Pauper,1,Out door Pauper,NORMALIZATION
Outdoor Servant-Domestic Servant,1,Outdoor Servant Domestic Servant,NORMALIZATION
Over Sawer (Flax Mill),1,Over Sawer Flax Mill,NORMALIZATION
Over-Seemer,1,Over Seemer,NORMALIZATION
Overlooker (Flax Mill),1,Overlooker Flax Mill,NORMALIZATION
Overlooker (In Nill),1,Overlooker In Nill,NORMALIZATION
Overseed-Corporation,1,Overseed Corporation,NORMALIZATION
Overseer (Bacon Curing),1,Overseer Bacon Curing,NORMALIZATION
Overseer (Corporation),1,Overseer Corporation,NORMALIZATION
Overseer-Mineral Water Factory,1,Overseer Mineral Water Factory,NORMALIZATION
Overworker (Mill Spinning),1,Overworker Mill Spinning,NORMALIZATION
Oveseer in Moulding Shop (Foundry),1,Oveseer in Moulding Shop Foundry,NORMALIZATION
Owner (Linen Trade),1,Owner Linen Trade,NORMALIZATION
Oxford L. Infantry (Soldiers Wife),1,Oxford L. Infantry Soldiers Wife,NORMALIZATION
Oyster and Lobater Fishery (Manager),1,Oyster and Lobater Fishery Manager,NORMALIZATION
P Clerk (Post Officers Telescope),1,P Clerk Post Officers Telescope,NORMALIZATION
P Maid - Domestic Servt,1,P Maid Domestic Servt,NORMALIZATION
P Maid Servant (Domestic),1,P Maid Servant Domestic,NORMALIZATION
P O Post Office-Telegrapher Clerk,1,P O Post Office Telegrapher Clerk,NORMALIZATION
P-Land Agent,1,P Land Agent,NORMALIZATION
P. Maid-Domestic,1,P. Maid Domestic,NORMALIZATION
P.O.Assistant (Unemployed),1,P.O.Assistant Unemployed,NORMALIZATION
Packer (Fancy Tobacca),1,Packer Fancy Tobacca,NORMALIZATION
Packer (Goods),1,Packer Goods,NORMALIZATION
Packer (in Confectioners),1,Packer in Confectioners,NORMALIZATION
Packer (in Earthenware,1,Packer in Earthenware,NORMALIZATION
Packer (Linen),1,Packer Linen,NORMALIZATION
Packer (Paper Factory),1,Packer Paper Factory,NORMALIZATION
Packer (Parcels) G.P.O,1,Packer Parcels G.P.O,NORMALIZATION
Packer (Saw Mill),1,Packer Saw Mill,NORMALIZATION
Packer (Stationery),1,Packer Stationery,NORMALIZATION
Packer (Theatre),1,Packer Theatre,NORMALIZATION
Packer - Paper,1,Packer Paper,NORMALIZATION
Packer(Linen),1,PackerLinen,NORMALIZATION
Packer-Druggist,1,Packer Druggist,NORMALIZATION
Packer-Furniture,1,Packer Furniture,NORMALIZATION
Packer-in Paper-Factory,1,Packer in Paper Factory,NORMALIZATION
Packer-Ware House,1,Packer Ware House,NORMALIZATION
Packet Maker Des-Firm,1,Packet Maker Des Firm,NORMALIZATION
Page (Domestic Servant),1,Page Domestic Servant,NORMALIZATION
Page Boy (Hotel),1,Page Boy Hotel,NORMALIZATION
Page Boy Domestic (Servant),1,Page Boy Domestic Servant,NORMALIZATION
Page boy-Domestic Servant,1,Page boy Domestic Servant,NORMALIZATION
Page-boy,1,Page boy,NORMALIZATION
Page-Maker-Carter,1,Page Maker Carter,NORMALIZATION
Pager-Linen,1,Pager Linen,NORMALIZATION
Painteis Labourer (Brewery),1,Painteis Labourer Brewery,NORMALIZATION
Painter (Art),1,Painter Art,NORMALIZATION
Painter (Freeman),1,Painter Freeman,NORMALIZATION
Painter (Gen),1,Painter Gen,NORMALIZATION
Painter (Home),1,Painter Home,NORMALIZATION
Painter (House) Employed,1,Painter House Employed,NORMALIZATION
Painter (Houses),1,Painter Houses,NORMALIZATION
Painter (Journeyman),1,Painter Journeyman,NORMALIZATION
Painter (Railway),1,Painter Railway,NORMALIZATION
Painter (Unemployed),1,Painter Unemployed,NORMALIZATION
Painter - Dectorator,1,Painter Dectorator,NORMALIZATION
Painter - General,1,Painter General,NORMALIZATION
Painter's (Apprentice),1,Painter's Apprentice,NORMALIZATION
Painter-Asylum,1,Painter Asylum,NORMALIZATION
Painter-Cem Prositer,1,Painter Cem Prositer,NORMALIZATION
Painter-Finisher,1,Painter Finisher,NORMALIZATION
Painter-General,1,Painter General,NORMALIZATION
Painter-Paperhanger,1,Painter Paperhanger,NORMALIZATION
Painter-Unemployed,1,Painter Unemployed,NORMALIZATION
Painter:-(Master),1,Painter: Master,NORMALIZATION
