occupation,count,corrected_occupation,change_category
Painters Shop-Keeper,1,Painters Shop Keeper,NORMALIZATION
Painters-Folder,1,Painters Folder,NORMALIZATION
Pantry - Boy Domestic Servant,1,Pantry Boy Domestic Servant,NORMALIZATION
Pantry Boy - Domestic,1,Pantry Boy Domestic,NORMALIZATION
Pantry Boy-Domestic,1,Pantry Boy Domestic,NORMALIZATION
Pantry-Boy,1,Pantry Boy,NORMALIZATION
Pantryboy-Domestic,1,Pantryboy Domestic,NORMALIZATION
Pantrymaid-Domestic Servant,1,Pantrymaid Domestic Servant,NORMALIZATION
Paper - Cutter,1,Paper Cutter,NORMALIZATION
Paper - Folder,1,Paper Folder,NORMALIZATION
Paper - Hanger,1,Paperhanger,DICT_LOOKUP; NORMALIZATION
Paper Bag - Maker,1,Paper Bag Maker,NORMALIZATION
Paper Bag-Maker,1,Paper Bag Maker,NORMALIZATION
Paper Mill Worker (Assistant Paper Maker),1,Paper Mill Worker Assistant Paper Maker,NORMALIZATION
Paper Mill Worker (Paper Maker),1,Paper Mill Worker Paper Maker,NORMALIZATION
Paper Mill-Worker (Sheeter),1,Paper Mill Worker Sheeter,NORMALIZATION
Paper Trade-Beaterman,1,Paper Trade Beaterman,NORMALIZATION
Paper Trade-Cashier,1,Paper Trade Cashier,NORMALIZATION
Paper-Bag Makers,1,Paper Bag Makers,NORMALIZATION
Paper-Box Maker,1,Paper Box Maker,NORMALIZATION
Paper-Cutter,1,Paper Cutter,NORMALIZATION
Paper-Finisher,1,Paper Finisher,NORMALIZATION
Paper-Harger,1,Paper Harger,NORMALIZATION
Paper-Seller,1,Paper Seller,NORMALIZATION
Paper-Sorter,1,Paper Sorter,NORMALIZATION
Paperer (Thread),1,Paperer Thread,NORMALIZATION
Paperhangings Shop - Keeper,1,Paperhangings Shop Keeper,NORMALIZATION
Papermaker-Finisher,1,Papermaker Finisher,NORMALIZATION
Parcel Messenger (Tramway),1,Parcel Messenger Tramway,NORMALIZATION
Parish Clerk - Domestic,1,Parish Clerk Domestic,NORMALIZATION
Parish Clerk St Michaels (R.C.Church),1,Parish Clerk St Michaels R.C.Church,NORMALIZATION
Parish Clerk-Servant,1,Parish Clerk Servant,NORMALIZATION
Parish Priest (Roman Catholic),1,Parish Priest Roman Catholic,NORMALIZATION
Parish Priest-Canon of Cathudiol Chapter and Vicor Fornane of Discese,1,Parish Priest Canon of Cathudiol Chapter and Vicor Fornane of Discese,NORMALIZATION
Parish Priest-R Catholic,1,Parish Priest R Catholic,NORMALIZATION
Parish Priest-R.C. Church,1,Parish Priest R.C. Church,NORMALIZATION
Parish Priest-Roman Catholic Church,1,Parish Priest Roman Catholic Church,NORMALIZATION
Parish-Priest,1,Parish Priest,NORMALIZATION
Parl Maid-Domestic,1,Parl Maid Domestic,NORMALIZATION
Parl Maid-Domestic Servt,1,Parl Maid Domestic Servt,NORMALIZATION
Parler Maid - Domestic Servant,1,Parler Maid Domestic Servant,NORMALIZATION
Parlor - Maid,1,Parlor Maid,NORMALIZATION
Parlor and House Maid-Domestic Servant,1,Parlor and House Maid Domestic Servant,NORMALIZATION
Parlor Housemaid (Domestic),1,Parlor Housemaid Domestic,NORMALIZATION
Parlor Maid (Domestic),1,Parlor Maid Domestic,NORMALIZATION
Parlor Maid-Domestic Servt,1,Parlor Maid Domestic Servt,NORMALIZATION
Parlor Maid-Nun,1,Parlor Maid Nun,NORMALIZATION
Parlor-Maid,1,Parlor Maid,NORMALIZATION
Parlor-Maid D. Servant,1,Parlor Maid D. Servant,NORMALIZATION
"Parlor-Maid, Domestic Servant",1,"Parlor Maid, Domestic Servant",NORMALIZATION
Parlor-Maid-Domestic Servt,1,Parlor Maid Domestic Servt,NORMALIZATION
Parlormaid-Dom: Servant,1,Parlormaid Dom: Servant,NORMALIZATION
Parlormaid-Domestic,1,Parlormaid Domestic,NORMALIZATION
Parlormaid-Domestic Servant,1,Parlormaid Domestic Servant,NORMALIZATION
Parlour - Maid,1,Parlour Maid,NORMALIZATION
Parlour - Maid D Servant,1,Parlour Maid D Servant,NORMALIZATION
Parlour and House Maid-Dom. Ser,1,Parlour and House Maid Dom. Ser,NORMALIZATION
Parlour Maid (D S),1,Parlour Maid D S,NORMALIZATION
Parlour Maid (Dom Servant),1,Parlour Maid Dom Servant,NORMALIZATION
Parlour Maid (Domc Servt),1,Parlour Maid Domc Servt,NORMALIZATION
Parlour Maid (Domestic,1,Parlour Maid Domestic,NORMALIZATION
Parlour Maid (Domestic S.,1,Parlour Maid Domestic S.,NORMALIZATION
Parlour Maid - (Domestic Servant),1,Parlour Maid Domestic Servant,NORMALIZATION
Parlour Maid - Dom Servt,1,Parlour Maid Dom Servt,NORMALIZATION
Parlour Maid - Domestic S.,1,Parlour Maid Domestic S.,NORMALIZATION
Parlour Maid -Domestic Sevt,1,Parlour Maid Domestic Sevt,NORMALIZATION
Parlour maid and House - maid - Domestic Servant,1,Parlour maid and House maid Domestic Servant,NORMALIZATION
Parlour Maid Domestic Servant (House Maid),1,Parlour Maid Domestic Servant House Maid,NORMALIZATION
Parlour Maid Domestic-Servant,1,Parlour Maid Domestic Servant,NORMALIZATION
Parlour Maid Servant-Domestic,1,Parlour Maid Servant Domestic,NORMALIZATION
Parlour Maid- Domestic,1,Parlour Maid Domestic,NORMALIZATION
Parlour Maid-D C,1,Parlour Maid D C,NORMALIZATION
Parlour Maid-D. Servant,1,Parlour Maid D. Servant,NORMALIZATION
Parlour Maid-Dom Servt,1,Parlour Maid Dom Servt,NORMALIZATION
Parlour Maid-Dom. Servant,1,Parlour Maid Dom. Servant,NORMALIZATION
Parlour Maid-Dom. Servt,1,Parlour Maid Dom. Servt,NORMALIZATION
Parlour Maid-Dom. Sev.,1,Parlour Maid Dom. Sev.,NORMALIZATION
Parlour Maid-Domc Servt,1,Parlour Maid Domc Servt,NORMALIZATION
Parlour Maid-Domesitc Servt,1,Parlour Maid Domesitc Servt,NORMALIZATION
Parlour Maid-Domestic Ser,1,Parlour Maid Domestic Ser,NORMALIZATION
Parlour Maid-Domestic Serant,1,Parlour Maid Domestic Serant,NORMALIZATION
Parlour Maid-Domestic Sernt,1,Parlour Maid Domestic Sernt,NORMALIZATION
Parlour Maid-Domestic Sert,1,Parlour Maid Domestic Sert,NORMALIZATION
Parlour maid-Domestic Servant,1,Parlour maid Domestic Servant,NORMALIZATION
Parlour Maid-Domestic Servt.,1,Parlour Maid Domestic Servt.,NORMALIZATION
Parlour Maid-Servant,1,Parlour Maid Servant,NORMALIZATION
Parlour-maid,1,Parlour maid,NORMALIZATION
Parlour-Maid D.S,1,Parlour Maid D.S,NORMALIZATION
Parlour-Maid Dom. Servant,1,Parlour Maid Dom. Servant,NORMALIZATION
Parlour-Maid Domestic Set,1,Parlour Maid Domestic Set,NORMALIZATION
Parlour-Maid Unemployed,1,Parlour Maid Unemployed,NORMALIZATION
"Parlour-maid, Domestic Unemployed",1,"Parlour maid, Domestic Unemployed",NORMALIZATION
"Parlour-Maid, Domtc: Servt",1,"Parlour Maid, Domtc: Servt",NORMALIZATION
Parlour-Maid- Domestic Servant,1,Parlour Maid Domestic Servant,NORMALIZATION
Parlour-Maid-Dom Servant,1,Parlour Maid Dom Servant,NORMALIZATION
Parlour-Maid-Domestic S,1,Parlour Maid Domestic S,NORMALIZATION
Parlour-Maid-Domestic S.,1,Parlour Maid Domestic S.,NORMALIZATION
Parlour-Maid-Domestic Serv.,1,Parlour Maid Domestic Serv.,NORMALIZATION
Parlour-Maid. Domestic S,1,Parlour Maid. Domestic S,NORMALIZATION
Parlourmaid (Domestic Sn),1,Parlourmaid Domestic Sn,NORMALIZATION
Parlourmaid (Unemployed),1,Parlourmaid Unemployed,NORMALIZATION
Parlourmaid - Domestic,1,Parlourmaid Domestic,NORMALIZATION
Parlourmaid and-Domestic Servant,1,Parlourmaid and Domestic Servant,NORMALIZATION
Parlourmaid Domestic (Servant),1,Parlourmaid Domestic Servant,NORMALIZATION
Parlourmaid Servant-Domestic,1,Parlourmaid Servant Domestic,NORMALIZATION
Parlourmaid- Domestic Servt,1,Parlourmaid Domestic Servt,NORMALIZATION
Parlourmaid-D. Servant,1,Parlourmaid D. Servant,NORMALIZATION
Parlourmaid-Dmestic Servat,1,Parlourmaid Dmestic Servat,NORMALIZATION
Parlourmaid-Dom. Servt.,1,Parlourmaid Dom. Servt.,NORMALIZATION
Parlourmaid-Dome Servt,1,Parlourmaid Dome Servt,NORMALIZATION
Parlourmaid-Domestic St,1,Parlourmaid Domestic St,NORMALIZATION
Parlours-Maid Domestic Servant,1,Parlours Maid Domestic Servant,NORMALIZATION
Parloutmaid (Unemployed),1,Parloutmaid Unemployed,NORMALIZATION
Pascer (Linen),1,Pascer Linen,NORMALIZATION
Paster-Shirt Factory,1,Paster Shirt Factory,NORMALIZATION
Pastor (in Sole Charge),1,Pastor in Sole Charge,NORMALIZATION
Pastry-Baker,1,Pastry Baker,NORMALIZATION
Patent Lurner (Collars and Caffs),1,Patent Lurner Collars and Caffs,NORMALIZATION
Patent Turner (Linen),1,Patent Turner Linen,NORMALIZATION
Patent-Turner,1,Patent Turner,NORMALIZATION
Pattern Card-Maker,1,Pattern Card Maker,NORMALIZATION
Pattern Maker in Ship-Yard,1,Pattern Maker in Ship Yard,NORMALIZATION
Pattern-Maker and Wood-Turner,1,Pattern Maker and Wood Turner,NORMALIZATION
Pattern-Maker at Iron Works,1,Pattern Maker at Iron Works,NORMALIZATION
Pattern-Maker Engineer,1,Pattern Maker Engineer,NORMALIZATION
Pattern-Maker in Iron Foundry,1,Pattern Maker in Iron Foundry,NORMALIZATION
Pattern-Maker in Ship Yard,1,Pattern Maker in Ship Yard,NORMALIZATION
Pattern-Makers Assistant (Engineering Works),1,Pattern Makers Assistant Engineering Works,NORMALIZATION
Pattern-Master,1,Pattern Master,NORMALIZATION
Patternmaker (Engineer),1,Patternmaker Engineer,NORMALIZATION
Patternmaker (Marine),1,Patternmaker Marine,NORMALIZATION
Paulourmaid Servant-Domestic,1,Paulourmaid Servant Domestic,NORMALIZATION
Pauper (In Workhouse),1,Pauper In Workhouse,NORMALIZATION
Pautry Boy (Domestic),1,Pautry Boy Domestic,NORMALIZATION
Pautry Boy-Domestic Servant,1,Pautry Boy Domestic Servant,NORMALIZATION
Pawnbroker (Manager),1,Pawnbroker Manager,NORMALIZATION
Pawnbroker (Unemployed),1,Pawnbroker Unemployed,NORMALIZATION
Pawnbroker-Manager,1,Pawnbroker Manager,NORMALIZATION
Pawnbroker-Master,1,Pawnbroker Master,NORMALIZATION
Pay Master (Railway),1,Pay Master Railway,NORMALIZATION
Paymaster (Retired) I.R.N Rank,1,Paymaster Retired I.R.N Rank,NORMALIZATION
Paymaster-in Chief Royal Navy (Retired),1,Paymaster in Chief Royal Navy Retired,NORMALIZATION
Pearl Life Assurance Company Assistant-Superintendent,1,Pearl Life Assurance Company Assistant Superintendent,NORMALIZATION
Pedlar (Cloth),1,Pedlar Cloth,NORMALIZATION
Pedlar (Drapery),1,Pedlar Drapery,NORMALIZATION
Pedlar (Small Wares),1,Pedlar Small Wares,NORMALIZATION
Pedlar-Drapery,1,Pedlar Drapery,NORMALIZATION
Pedler-Wife,1,Pedler Wife,NORMALIZATION
Pension Sergt Major (Army) Head Porter Rl Coll Sc I,1,Pension Sergt Major Army Head Porter Rl Coll Sc I,NORMALIZATION
Pensionar (U.S. Navy),1,Pensionar U.S. Navy,NORMALIZATION
Pensione (Army),1,Pensione Army,NORMALIZATION
Pensioned Ex-Clerk,1,Pensioned Ex Clerk,NORMALIZATION
Pensioned Nat School-Teacher,1,Pensioned Nat School Teacher,NORMALIZATION
Pensioner (18th R Irish),1,Pensioner 18th R Irish,NORMALIZATION
Pensioner (1st Royal Scotts),1,Pensioner 1st Royal Scotts,NORMALIZATION
Pensioner (2nd 14th Foot),1,Pensioner 2nd 14th Foot,NORMALIZATION
Pensioner (85th Foot),1,Pensioner 85th Foot,NORMALIZATION
Pensioner (Army Service Corps),1,Pensioner Army Service Corps,NORMALIZATION
Pensioner (Army) adjutant Gl. Department,1,Pensioner Army adjutant Gl. Department,NORMALIZATION
Pensioner (Army) Canteen Manager,1,Pensioner Army Canteen Manager,NORMALIZATION
Pensioner (Army) Gunner R. A.,1,Pensioner Army Gunner R. A.,NORMALIZATION
Pensioner (army) No Profession,1,Pensioner army No Profession,NORMALIZATION
Pensioner (Attendant) from Asylum,1,Pensioner Attendant from Asylum,NORMALIZATION
Pensioner (Cak R N),1,Pensioner Cak R N,NORMALIZATION
Pensioner (Carlow Asylum),1,Pensioner Carlow Asylum,NORMALIZATION
Pensioner (Cavalry),1,Pensioner Cavalry,NORMALIZATION
Pensioner (Coastguard),1,Pensioner Coastguard,NORMALIZATION
Pensioner (Constabalary),1,Pensioner Constabalary,NORMALIZATION
Pensioner (D M Police),1,Pensioner D M Police,NORMALIZATION
Pensioner (East Lancashires),1,Pensioner East Lancashires,NORMALIZATION
Pensioner (English Police),1,Pensioner English Police,NORMALIZATION
Pensioner (G S and W R),1,Pensioner G S and W R,NORMALIZATION
Pensioner (Hong Kong Police),1,Pensioner Hong Kong Police,NORMALIZATION
Pensioner (Host Foot),1,Pensioner Host Foot,NORMALIZATION
Pensioner (Infantry),1,Pensioner Infantry,NORMALIZATION
Pensioner (Infautra),1,Pensioner Infautra,NORMALIZATION
Pensioner (Labouror),1,Pensioner Labouror,NORMALIZATION
Pensioner (Late GPO),1,Pensioner Late GPO,NORMALIZATION
Pensioner (Military),1,Pensioner Military,NORMALIZATION
Pensioner (N. S. Govt),1,Pensioner N. S. Govt,NORMALIZATION
Pensioner (N.S),1,Pensioner N.S,NORMALIZATION
Pensioner (Nat. School Teacher),1,Pensioner Nat. School Teacher,NORMALIZATION
Pensioner (National Board),1,Pensioner National Board,NORMALIZATION
Pensioner (Naval Reserve),1,Pensioner Naval Reserve,NORMALIZATION
Pensioner (Navy service),1,Pensioner Navy service,NORMALIZATION
Pensioner (Police) R K,1,Pensioner Police R K,NORMALIZATION
Pensioner (Prison Services),1,Pensioner Prison Services,NORMALIZATION
Pensioner (R.h),1,Pensioner R.h,NORMALIZATION
Pensioner (R.I.C.,1,R.I.C. Pensioner,DICT_LOOKUP; NORMALIZATION
Pensioner (Relieving Officer),1,Pensioner Relieving Officer,NORMALIZATION
Pensioner (Retired Land Steward),1,Pensioner Retired Land Steward,NORMALIZATION
Pensioner (Retired Sergeant R.I.Constabulary),1,Pensioner Retired Sergeant R.I.Constabulary,NORMALIZATION
Pensioner (Royal Artillery) General,1,Pensioner Royal Artillery General,NORMALIZATION
Pensioner (Scottish Rifles),1,Pensioner Scottish Rifles,NORMALIZATION
Pensioner (Segt Major),1,Pensioner Segt Major,NORMALIZATION
Pensioner (Sergeant) Royal Irish Constabulary Railway Watchman,1,Pensioner Sergeant Royal Irish Constabulary Railway Watchman,NORMALIZATION
Pensioner (Sergt) D M Police,1,Pensioner Sergt D M Police,NORMALIZATION
Pensioner (Sergt) R. I. C.,1,Pensioner Sergt R. I. C.,NORMALIZATION
Pensioner (Served as a Steward at Work House),1,Pensioner Served as a Steward at Work House,NORMALIZATION
Pensioner (Soldier),1,Pensioner Soldier,NORMALIZATION
Pensioner (U R W),1,Pensioner U R W,NORMALIZATION
Pensioner (Unemployed),1,Pensioner Unemployed,NORMALIZATION
Pensioner - Army,1,Pensioner Army,NORMALIZATION
Pensioner - D.W and W. Ry Co.,1,Pensioner D.W and W. Ry Co.,NORMALIZATION
Pensioner - Ex or Retired Nat. Teacher,1,Pensioner Ex or Retired Nat. Teacher,NORMALIZATION
Pensioner - Guiness Cremary,1,Pensioner Guiness Cremary,NORMALIZATION
Pensioner - Infantry,1,Pensioner Infantry,NORMALIZATION
Pensioner 100 Prince of Wales Reg Shoe-Maker,1,Pensioner 100 Prince of Wales Reg Shoe Maker,NORMALIZATION
Pensioner 1st - 10th Foot,1,Pensioner 1st 10th Foot,NORMALIZATION
Pensioner 1st Battallion (1st Sumrnet-Set),1,Pensioner 1st Battallion 1st Sumrnet Set,NORMALIZATION
Pensioner and Now Sub-Postmaster,1,Pensioner and Now Sub Postmaster,NORMALIZATION
Pensioner Army from 45th Foots - ?,1,Pensioner Army from 45th Foots ?,NORMALIZATION
Pensioner Custom Watcher (C Sergt R I Rifles),1,Pensioner Custom Watcher C Sergt R I Rifles,NORMALIZATION
Pensioner Ex-Sergeant R. I. C.,1,Pensioner Ex Sergeant R. I. C.,NORMALIZATION
Pensioner Ex-Sergeant R.I.C.,1,Pensioner Ex Sergeant R.I.C.,NORMALIZATION
Pensioner Ex-Sergt. R.I.C.,1,Pensioner Ex Sergt. R.I.C.,NORMALIZATION
Pensioner from (Dublin Corporation),1,Pensioner from Dublin Corporation,NORMALIZATION
Pensioner from 69th Sth Lincolnshire's-Regr,1,Pensioner from 69th Sth Lincolnshire's Regr,NORMALIZATION
Pensioner from Care Fitz Willam Employment (Farm Labourer),1,Pensioner from Care Fitz Willam Employment Farm Labourer,NORMALIZATION
Pensioner from Irish Prisons Service-Left Through ill Health,1,Pensioner from Irish Prisons Service Left Through ill Health,NORMALIZATION
Pensioner from Royal Irish Constabulary and Ship Inspector (Veterinary Drawer) Department of Agriculture and Technical Instruction for Ireland,1,Pensioner from Royal Irish Constabulary and Ship Inspector Veterinary Drawer Department of Agriculture and Technical Instruction for Ireland,NORMALIZATION
Pensioner from Royal Navy (Rank Pravite),1,Pensioner from Royal Navy Rank Pravite,NORMALIZATION
Pensioner from-Farmer (-Ordance Survey),1,Pensioner from Farmer Ordance Survey,NORMALIZATION
Pensioner Gunner-Royal Artillery,1,Pensioner Gunner Royal Artillery,NORMALIZATION
Pensioner Labour (Cork Distillery Co),1,Pensioner Labour Cork Distillery Co,NORMALIZATION
Pensioner London Metropolitan Police-Farmer and Publican,1,Pensioner London Metropolitan Police Farmer and Publican,NORMALIZATION
Pensioner R I C (Constable) and Jewellers Representative,1,Pensioner R I C Constable and Jewellers Representative,NORMALIZATION
Pensioner R.I.C and Lodging-House Keeper,1,Pensioner R.I.C and Lodging House Keeper,NORMALIZATION
Pensioner R.I.C. (Ex Segt),1,Pensioner R.I.C. Ex Segt,NORMALIZATION
Pensioner R.I.C. Force (Sub-Postmaster),1,Pensioner R.I.C. Force Sub Postmaster,NORMALIZATION
Pensioner R.S.C (Sergt),1,Pensioner R.S.C Sergt,NORMALIZATION
Pensioner Royal-Artilley,1,Pensioner Royal Artilley,NORMALIZATION
Pensioner Telegraphist (Hall Porter),1,Pensioner Telegraphist Hall Porter,NORMALIZATION
Pensioner Under Natl-Bond and Farmer,1,Pensioner Under Natl Bond and Farmer,NORMALIZATION
Pensioner's Sister-in-Law,1,Pensioner's Sister in Law,NORMALIZATION
Pensioner(Army) and Letter Postman,1,PensionerArmy and Letter Postman,NORMALIZATION
"Pensioner, Army (R A)",1,"Pensioner, Army R A",NORMALIZATION
"Pensioner, R.I.C. (Ex Const)",1,"Pensioner, R.I.C. Ex Const",NORMALIZATION
"Pensioner,-Army",1,"Pensioner, Army",NORMALIZATION
Pensioner-1st Bat-Gardan Higheanders,1,Pensioner 1st Bat Gardan Higheanders,NORMALIZATION
Pensioner-2nd Royal Inneskelling Fusilier,1,Pensioner 2nd Royal Inneskelling Fusilier,NORMALIZATION
Pensioner-62nd Foot R,1,Pensioner 62nd Foot R,NORMALIZATION
Pensioner-Army Infantry Rifle Brigade. Quarter Master Serjeant,1,Pensioner Army Infantry Rifle Brigade. Quarter Master Serjeant,NORMALIZATION
Pensioner-Coastguard,1,Pensioner Coastguard,NORMALIZATION
Pensioner-E Sergt R I C Not Employed,1,Pensioner E Sergt R I C Not Employed,NORMALIZATION
Pensioner-Ex Srgt. R. I. C,1,Pensioner Ex Srgt. R. I. C,NORMALIZATION
Pensioner-Ex-Teacher,1,Pensioner Ex Teacher,NORMALIZATION
Pensioner-Ex. Dist. Drapr R.I.Constabulary,1,Pensioner Ex. Dist. Drapr R.I.Constabulary,NORMALIZATION
Pensioner-From Royal Artilery,1,Pensioner From Royal Artilery,NORMALIZATION
Pensioner-Infantry,1,Pensioner Infantry,NORMALIZATION
Pensioner-Irish Leghs,1,Pensioner Irish Leghs,NORMALIZATION
Pensioner-Irish Lights Service,1,Pensioner Irish Lights Service,NORMALIZATION
Pensioner-Late Royal Artillary,1,Pensioner Late Royal Artillary,NORMALIZATION
Pensioner-Natl Board,1,Pensioner Natl Board,NORMALIZATION
Pensioner-Navy,1,Pensioner Navy,NORMALIZATION
Pensioner-Patriotic Fund,1,Pensioner Patriotic Fund,NORMALIZATION
Pensioner-Prian,1,Pensioner Prian,NORMALIZATION
Pensioner-Prison,1,Pensioner Prison,NORMALIZATION
Pensioner-Prisons,1,Pensioner Prisons,NORMALIZATION
Pensioner-R I Constabulary,1,Pensioner R I Constabulary,NORMALIZATION
Pensioner-R. I. C,1,Pensioner R. I. C,NORMALIZATION
Pensioner-R.I. Constabulary,1,Pensioner R.I. Constabulary,NORMALIZATION
Pensioner-R.I.C.,1,R.I.C. Pensioner,DICT_LOOKUP; NORMALIZATION
Pensioner-R.J.C,1,Pensioner R.J.C,NORMALIZATION
Pensioner-R.M.A,1,Pensioner R.M.A,NORMALIZATION
Pensioner-Retired Teacher,1,Pensioner Retired Teacher,NORMALIZATION
Pensioner-Royal Artillary,1,Pensioner Royal Artillary,NORMALIZATION
Pensioner-Royal Artillery,1,Pensioner Royal Artillery,NORMALIZATION
Pensioner-Royal Jb Millitry,1,Pensioner Royal Jb Millitry,NORMALIZATION
Pensioner-Royal Navy,1,Pensioner Royal Navy,NORMALIZATION
Pensioner-Sergeant R.I.C,1,Pensioner Sergeant R.I.C,NORMALIZATION
Pensionr (Army),1,Pensionr Army,NORMALIZATION
Pentioner from 47 Regement-Sergeant,1,Pentioner from 47 Regement Sergeant,NORMALIZATION
Perforator (Handkerchief Trade),1,Perforator Handkerchief Trade,NORMALIZATION
Peril (Linen) Winder,1,Peril Linen Winder,NORMALIZATION
Permanent Way-Railway Employce,1,Permanent Way Railway Employce,NORMALIZATION
