occupation,count,corrected_occupation,change_category
Royal University Medical Student,1,Royal University Medical Student,UNCHANGED
Royal University of Ireland,1,Royal University of Ireland,UNCHANGED
Royal University of Ireland Doctor in Medicine,1,Royal University of Ireland Doctor in Medicine,UNCHANGED
Royal University of Ireland General Medical Practitioner,1,Royal University of Ireland General Medical Practitioner,UNCHANGED
"Royal University of Ireland General Practitioner BA,M.D,B.CL,B.A.D",1,"Royal University of Ireland General Practitioner BA,M.D,B.CL,B.A.D",UNCHANGED
Royal University of Ireland Medical Student,1,Royal University of Ireland Medical Student,UNCHANGED
"Royal, Dub, Fus, Private",1,"Royal, Dub, Fus, Private",UNCHANGED
Royar Horse Artillery Army Pensioner,1,Royar Horse Artillery Army Pensioner,UNCHANGED
Royel Nary Po 2,1,Royel Nary Po 2,UNCHANGED
Royl Late Miner,1,Royl Late Miner,UNCHANGED
Royle Mechanic,1,Royle Mechanic,UNCHANGED
Royle Painter,1,Royle Painter,UNCHANGED
Roys Maker,1,Roys Maker,UNCHANGED
Rred Car Driver,1,Rred Car Driver,UNCHANGED
Rrul Postman,1,Rrul Postman,UNCHANGED
Rt Dr Surg General Retired,1,Rt Dr Surg General Retired,UNCHANGED
Rt Midsman,1,Rt Midsman,UNCHANGED
Rtad Surface Man Labourer,1,Rtad Surface Man Labourer,UNCHANGED
Rtd Chief Officer of Coast Guard,1,Rtd Chief Officer of Coast Guard,UNCHANGED
Rtd Dress Maker,1,Rtd Dress Maker,UNCHANGED
Rtd Farmer Daugh,1,Rtd Farmer Daugh,UNCHANGED
Rtd Farmer Son,1,Rtd Farmer Son,UNCHANGED
Rtd Nurse in Union Hospital,1,Rtd Nurse in Union Hospital,UNCHANGED
Rtd. Soilder. R. D. Finishers,1,Rtd. Soilder. R. D. Finishers,UNCHANGED
Rte R R Russars,1,Rte R R Russars,UNCHANGED
Rte. 5th. R.I. Lancers,1,Rte. 5th. R.I. Lancers,UNCHANGED
Ru Post Boy,1,Ru Post Boy,UNCHANGED
Ru Postman,1,Ru Postman,UNCHANGED
Ru. Auxiliary,1,Ru. Auxiliary,UNCHANGED
Rual Poast Man,1,Rual Poast Man,UNCHANGED
Rual Pootboy,1,Rual Pootboy,UNCHANGED
Rual Post Man,1,Rual Post Man,STANDARD
Rual Postboy,1,Rual Postboy,UNCHANGED
Rubber Agent,1,Rubber Agent,UNCHANGED
Rubber Repairer,1,Rubber Repairer,UNCHANGED
Rubber Salesman,1,Rubber Salesman,UNCHANGED
Rublican,1,Rublican,UNCHANGED
Ruby,1,Ruby,UNCHANGED
Rud Maker,1,Rud Maker,UNCHANGED
Ruf Manufacture,1,Ruf Manufacture,UNCHANGED
Ruffer in Sp'g Mill,1,Ruffer in Sp'g Mill,UNCHANGED
Ruffer in Spinnig Mill,1,Ruffer in Spinnig Mill,UNCHANGED
Ruffer Linen,1,Ruffer Linen,UNCHANGED
Ruffer Linen Mill,1,Ruffer Linen Mill,UNCHANGED
Ruffer Mill,1,Ruffer Mill,UNCHANGED
Ruffer of Flax,1,Ruffer of Flax,UNCHANGED
Ruffer Spining Mill,1,Ruffer Spining Mill,UNCHANGED
Rug Gatherer,1,Rug Gatherer,UNCHANGED
Rugher,1,Rugher,UNCHANGED
Rular Post Boy,1,Rular Post Boy,UNCHANGED
Rular Postman,1,Rular Postman,UNCHANGED
"Rular, Postman",1,"Rular, Postman",UNCHANGED
Rulcher,1,Rulcher,UNCHANGED
Rule Maker,1,Rule Maker,UNCHANGED
Rule Postmaster,1,Rule Postmaster,UNCHANGED
Ruler and Bookbinds,1,Ruler and Bookbinds,UNCHANGED
Ruler in a Spinning Mill,1,Ruler in a Spinning Mill,UNCHANGED
Ruler in Flax Mill,1,Ruler in Flax Mill,UNCHANGED
Ruler in Paper Mill,1,Ruler in Paper Mill,UNCHANGED
Ruler in Spinning Mill,1,Ruler in Spinning Mill,UNCHANGED
Ruler in Spinning Mill Worker,1,Ruler in Spinning Mill Worker,UNCHANGED
Ruler in Yarn Mill,1,Ruler in Yarn Mill,UNCHANGED
Ruler Linen Trade,1,Ruler Linen Trade,UNCHANGED
Ruler Mill Worker,1,Ruler Mill Worker,UNCHANGED
Ruler of Parish,1,Ruler of Parish,UNCHANGED
Ruler Yarn,1,Ruler Yarn,STANDARD
Rulers Apprentise,1,Rulers Apprentise,UNCHANGED
Ruling Master Flax Linen Mill,1,Ruling Master Flax Linen Mill,UNCHANGED
Rullers Labourer,1,Rullers Labourer,UNCHANGED
Runk Miller,1,Runk Miller,UNCHANGED
Runner,1,Runner,UNCHANGED
Runner of Collars,1,Runner of Collars,UNCHANGED
Runner of Messages,1,Runner of Messages,UNCHANGED
Running Messg,1,Running Messg,UNCHANGED
Rups House,1,Rups House,UNCHANGED
Ruraf Postman,1,Ruraf Postman,UNCHANGED
Rurah Postman,1,Rurah Postman,UNCHANGED
Rural Agricul Labourer,1,Rural Agricul Labourer,UNCHANGED
Rural and Dividends,1,Rural and Dividends,UNCHANGED
Rural Any Postman,1,Rural Any Postman,UNCHANGED
Rural Appointed Postman,1,Rural Appointed Postman,UNCHANGED
Rural Aux Postman,1,Rural Aux Postman,UNCHANGED
Rural Aux. Postman,1,Rural Aux. Postman,UNCHANGED
Rural Auxilary Postman,1,Rural Auxilary Postman,UNCHANGED
Rural Auxileary Postman,1,Rural Auxileary Postman,UNCHANGED
Rural Auxiliary,1,Rural Auxiliary,UNCHANGED
Rural Auxiliary of Post Man,1,Rural Auxiliary of Post Man,UNCHANGED
Rural Carrier Post Officer,1,Rural Carrier Post Officer,UNCHANGED
Rural Costman,1,Rural Costman,UNCHANGED
Rural Deliverer,1,Rural Deliverer,UNCHANGED
Rural District Comissioner,1,Rural District Comissioner,UNCHANGED
Rural District Councillor,1,Rural District Councillor,UNCHANGED
Rural District Councillor Farmer's Son,1,Rural District Councillor Farmer's Son,UNCHANGED
Rural District Counselor,1,Rural District Counselor,UNCHANGED
Rural District Post Boy,1,Rural District Post Boy,UNCHANGED
Rural Due Post Man,1,Rural Due Post Man,UNCHANGED
Rural General Servant,1,Rural General Servant,UNCHANGED
Rural Letter Carrior,1,Rural Letter Carrior,UNCHANGED
Rural Letter Corrier,1,Rural Letter Corrier,UNCHANGED
Rural Lettercarrier,1,Rural Lettercarrier,UNCHANGED
Rural M Postman,1,Rural M Postman,UNCHANGED
Rural Messenger G. P. Office,1,Rural Messenger G. P. Office,UNCHANGED
Rural P. M.,1,Rural P. M.,UNCHANGED
Rural P. Man,1,Rural P. Man,UNCHANGED
Rural Padman,1,Rural Padman,UNCHANGED
Rural Pmans Son,1,Rural Pmans Son,UNCHANGED
Rural Poast Man,1,Rural Poast Man,UNCHANGED
Rural Poastman,1,Rural Poastman,UNCHANGED
Rural Poatman,1,Rural Poatman,UNCHANGED
Rural Post,1,Rural Post,UNCHANGED
Rural Post Maid,1,Rural Post Maid,UNCHANGED
Rural Post Mam,1,Rural Post Mam,UNCHANGED
Rural Post Man Employed as House ro House Colony,1,Rural Post Man Employed as House ro House Colony,UNCHANGED
Rural Post Man Farmer's Son,1,Rural Post Man Farmer's Son,UNCHANGED
Rural Post Man?,1,Rural Post Man?,UNCHANGED
Rural Post Massengers,1,Rural Post Massengers,UNCHANGED
Rural Post Master,1,Rural Post Master,UNCHANGED
Rural Post Office Boy,1,Rural Post Office Boy,UNCHANGED
Rural Postman and P.M,1,Rural Postman and P.M,UNCHANGED
Rural Postman and Scholar,1,Rural Postman and Scholar,UNCHANGED
Rural Postman Established,1,Rural Postman Established,UNCHANGED
Rural Postman G P O,1,Rural Postman G P O,UNCHANGED
Rural Postman not Employed,1,Rural Postman not Employed,UNCHANGED
Rural Postman Postal Departmt,1,Rural Postman Postal Departmt,UNCHANGED
Rural Postman Unestablished,1,Rural Postman Unestablished,UNCHANGED
Rural Postmistress,1,Rural Postmistress,UNCHANGED
Rural R Postman,1,Rural R Postman,UNCHANGED
"Rural, Messenger",1,"Rural, Messenger",UNCHANGED
Rural. Post Man G. P. O.,1,Rural. Post Man G. P. O.,UNCHANGED
Rurals Asst Postman,1,Rurals Asst Postman,UNCHANGED
Ruraral Postman,1,Ruraral Postman,UNCHANGED
Rurd Post Boy,1,Rurd Post Boy,UNCHANGED
Rurgt. Postman,1,Rurgt. Postman,UNCHANGED
Rurual Post Boy,1,Rurual Post Boy,UNCHANGED
Rurveyors Messenger,1,Rurveyors Messenger,UNCHANGED
Russells Carman,1,Russells Carman,UNCHANGED
Russells Flour Mills Clerk,1,Russells Flour Mills Clerk,UNCHANGED
Rutcher,1,Rutcher,UNCHANGED
Rutchers Porter,1,Rutchers Porter,UNCHANGED
Ruthony Porter,1,Ruthony Porter,UNCHANGED
Rvett Heater Labourer,1,Rvett Heater Labourer,UNCHANGED
Rvetters Labourer in Ship Yd,1,Rvetters Labourer in Ship Yd,UNCHANGED
Rway Clerk,1,Rway Clerk,UNCHANGED
Rway Engine Fitter,1,Rway Engine Fitter,UNCHANGED
Rway Inspector Rway Dept,1,Rway Inspector Rway Dept,UNCHANGED
Rway Supt,1,Rway Supt,UNCHANGED
"Rwy I, C, Pensioner",1,"Rwy I, C, Pensioner",UNCHANGED
Rwy Inspector,1,Rwy Inspector,UNCHANGED
Ry Clark,1,Ry Clark,UNCHANGED
"Ry Clerk O, Survey",1,"Ry Clerk O, Survey",UNCHANGED
Ry Clerk of Petty Session and Farmer,1,Ry Clerk of Petty Session and Farmer,UNCHANGED
Ry Coal Daler,1,Ry Coal Daler,UNCHANGED
Ry Engine Cleaner,1,Ry Engine Cleaner,UNCHANGED
Ry Engine Fitter,1,Ry Engine Fitter,UNCHANGED
Ry Engine Inspector,1,Ry Engine Inspector,UNCHANGED
Ry Ganger,1,Ry Ganger,UNCHANGED
Ry Garger Daughter,1,Ry Garger Daughter,UNCHANGED
Ry Garger Son,1,Ry Garger Son,UNCHANGED
Ry Gatekeeper,1,Ry Gatekeeper,UNCHANGED
Ry Gates Man,1,Ry Gates Man,UNCHANGED
Ry Goods Porter,1,Ry Goods Porter,UNCHANGED
Ry Guard of Train,1,Ry Guard of Train,UNCHANGED
Ry Labourer Farmer,1,Ry Labourer Farmer,UNCHANGED
Ry Miles man,1,Ry Miles man,UNCHANGED
Ry Miles Man,1,Ry Miles Man,UNCHANGED
Ry Painter,1,Ry Painter,UNCHANGED
Ry Pensioner,1,Ry Pensioner,UNCHANGED
Ry Porter CD.Rly,1,Ry Porter CD.Rly,UNCHANGED
Ry Servant,1,Ry Servant,UNCHANGED
Ry Servant Milesman,1,Ry Servant Milesman,UNCHANGED
Ry Signal Inspector,1,Ry Signal Inspector,UNCHANGED
Ry Signall Fitter,1,Ry Signall Fitter,UNCHANGED
Ry Stationmaster,1,Ry Stationmaster,UNCHANGED
Ry Store Clerk Engine Fitter at Works,1,Ry Store Clerk Engine Fitter at Works,UNCHANGED
Ry. Carriage Examiner,1,Ry. Carriage Examiner,UNCHANGED
Ry. Ganger,1,Ry. Ganger,UNCHANGED
Ry. Painter Employed,1,Ry. Painter Employed,UNCHANGED
Ry. Porters Wife,1,Ry. Porters Wife,UNCHANGED
Ry. Servant,1,Ry. Servant,UNCHANGED
Ry. Singnalman,1,Ry. Singnalman,UNCHANGED
Ry. Stn. Master,1,Ry. Stn. Master,UNCHANGED
Ry. Storekeeper,1,Ry. Storekeeper,UNCHANGED
Ryl. Packer,1,Ryl. Packer,UNCHANGED
Rylormaid Domestic Servant,1,Rylormaid Domestic Servant,UNCHANGED
Ryman,1,Ryman,UNCHANGED
Ryst master,1,Ryst master,UNCHANGED
S A Constabulary,1,S A Constabulary,UNCHANGED
S and Plasterer,1,S and Plasterer,UNCHANGED
S and T R.I.C,1,S and T R.I.C,UNCHANGED
S Assistant,1,S Assistant,UNCHANGED
S Atending School,1,S Atending School,UNCHANGED
S Baker,1,S Baker,UNCHANGED
S Batt Royal Enniskillen Fusillers Army Pensioner,1,S Batt Royal Enniskillen Fusillers Army Pensioner,UNCHANGED
S Blackmith,1,S Blackmith,UNCHANGED
S C and T,1,S C and T,UNCHANGED
S C and T in G P O,1,S C and T in G P O,UNCHANGED
S C and Telegraphist,1,S C and Telegraphist,UNCHANGED
S C and Telst Post Office,1,S C and Telst Post Office,UNCHANGED
S C Clerk,1,S C Clerk,UNCHANGED
S C Engner,1,S C Engner,UNCHANGED
S C Telegraphist Post Office Dept,1,S C Telegraphist Post Office Dept,UNCHANGED
S Captain,1,S Captain,UNCHANGED
S Carman,1,S Carman,UNCHANGED
S Carrier T Post Office,1,S Carrier T Post Office,UNCHANGED
S Catcher of Flax,1,S Catcher of Flax,UNCHANGED
S charwoman,1,S charwoman,UNCHANGED
S Confectioner,1,S Confectioner,UNCHANGED
S Confectioner's Assistant,1,S Confectioner's Assistant,UNCHANGED
S Cr Telgst.,1,S Cr Telgst.,UNCHANGED
S D Clerk,1,S D Clerk,UNCHANGED
S Daughter,1,S Daughter,UNCHANGED
S Dentert,1,S Dentert,UNCHANGED
S Farmer,1,S Farmer,UNCHANGED
S girl,1,S girl,UNCHANGED
S Hand Writer,1,S Hand Writer,UNCHANGED
S Housekeeper,1,S Housekeeper,UNCHANGED
S I G Royal Artillery,1,S I G Royal Artillery,UNCHANGED
S Infant,1,S Infant,UNCHANGED
S Keeper,1,S Keeper,UNCHANGED
S Labour Linen Mill,1,S Labour Linen Mill,UNCHANGED
S Machine Michanice,1,S Machine Michanice,UNCHANGED
S Made Domestic Serv,1,S Made Domestic Serv,UNCHANGED
S Masons Plasterer,1,S Masons Plasterer,UNCHANGED
S Master,1,S Master,UNCHANGED
S mistress,1,S mistress,UNCHANGED
S P Mistress,1,S P Mistress,UNCHANGED
S Post Mistress,1,S Post Mistress,UNCHANGED
S Postmistress,1,S Postmistress,UNCHANGED
S R C Q E S K E ? Surgeon,1,S R C Q E S K E ? Surgeon,UNCHANGED
S R C S L,1,S R C S L,UNCHANGED
S Reeling Room,1,S Reeling Room,UNCHANGED
S Retired Farmer,1,S Retired Farmer,UNCHANGED
S Rev Sergt Ryl H Famr,1,S Rev Sergt Ryl H Famr,UNCHANGED
S S Cos Clerk,1,S S Cos Clerk,UNCHANGED
S S P Master Assistant P. Mistress,1,S S P Master Assistant P. Mistress,UNCHANGED
S S. Engine Driver,1,S S. Engine Driver,UNCHANGED
S Servant,1,S Servant,UNCHANGED
S Shopkeeper,1,S Shopkeeper,UNCHANGED
S Smoother,1,S Smoother,UNCHANGED
S Vintner,1,S Vintner,UNCHANGED
S W Railway Punnicer,1,S W Railway Punnicer,UNCHANGED
S. C and I. G. P. O,1,S. C and I. G. P. O,UNCHANGED
S. C. and T,1,S. C. and T,UNCHANGED
S. Clerk and Telegraphist,1,S. Clerk and Telegraphist,UNCHANGED
S. Daughter,1,S. Daughter,UNCHANGED
S. Engine Driver in Biscuit Factory,1,S. Engine Driver in Biscuit Factory,UNCHANGED
S. Farmer,1,S. Farmer,UNCHANGED
S. Grocer,1,S. Grocer,UNCHANGED
S. Grocer's Assistant,1,S. Grocer's Assistant,UNCHANGED
S. Helper,1,S. Helper,UNCHANGED
S. Joiner Unemployed,1,S. Joiner Unemployed,UNCHANGED
S. Maker,1,S. Maker,UNCHANGED
S. Meason and Farmer,1,S. Meason and Farmer,UNCHANGED
S. P. Mistress,1,S. P. Mistress,UNCHANGED
S. Post M and Farmer,1,S. Post M and Farmer,UNCHANGED
S. Postmaster,1,S. Postmaster,UNCHANGED
S. S. Officer,1,S. S. Officer,UNCHANGED
S. Sergt Major 21st Lancers,1,S. Sergt Major 21st Lancers,UNCHANGED
S.2.M. Sgt. Army Pay Corps,1,S.2.M. Sgt. Army Pay Corps,UNCHANGED
S.A. Mine Manager,1,S.A. Mine Manager,UNCHANGED
S.A. Officer,1,S.A. Officer,UNCHANGED
S.B. Steward R.N.,1,S.B. Steward R.N.,UNCHANGED
S.C and Felet P.O.C.S.,1,S.C and Felet P.O.C.S.,UNCHANGED
S.C and J. Post Office,1,S.C and J. Post Office,UNCHANGED
S.C and Telgt Postoffice,1,S.C and Telgt Postoffice,UNCHANGED
S.C General P.O.Dn,1,S.C General P.O.Dn,UNCHANGED
S.C. and T Postoffice,1,S.C. and T Postoffice,UNCHANGED
S.C. and T. : G.P.O.,1,S.C. and T. : G.P.O.,UNCHANGED
S.C. and T. Post Office,1,S.C. and T. Post Office,UNCHANGED
S.C. Clerk,1,S.C. Clerk,UNCHANGED
S.C.and F. Post Office,1,S.C.and F. Post Office,UNCHANGED
S.C.and T. Post Office,1,S.C.and T. Post Office,UNCHANGED
S.C.R. Telegraphist G.P.O.,1,S.C.R. Telegraphist G.P.O.,UNCHANGED
S.C.S. Telst,1,S.C.S. Telst,UNCHANGED
S.C.T.T. Post Office,1,S.C.T.T. Post Office,UNCHANGED
S.D Malita and Weaver,1,S.D Malita and Weaver,UNCHANGED
S.P. and High Shereff Land Agent,1,S.P. and High Shereff Land Agent,UNCHANGED
S.P.C.C.R.D.C Linen Map Bl? Dyer and Finisher,1,S.P.C.C.R.D.C Linen Map Bl? Dyer and Finisher,UNCHANGED
S.P.O Assistant,1,S.P.O Assistant,UNCHANGED
S.Porter in Post Office,1,S.Porter in Post Office,UNCHANGED
S.R.A.M. Music Teacher,1,S.R.A.M. Music Teacher,UNCHANGED
S.R.C.S.I and Phys. Edin. General Practitioner,1,S.R.C.S.I and Phys. Edin. General Practitioner,UNCHANGED
S.S Donkeyman,1,S.S Donkeyman,UNCHANGED
S.S. Majn. Ird ? Lanac,1,S.S. Majn. Ird ? Lanac,UNCHANGED
S.S. Stewardess,1,S.S. Stewardess,UNCHANGED
S/S Capttain,1,S/S Capttain,UNCHANGED
S?,1,S?,UNCHANGED
S? Bk of Ireland,1,S? Bk of Ireland,UNCHANGED
S? in Mill,1,S? in Mill,UNCHANGED
S? man,1,S? man,UNCHANGED
S? Master,1,S? Master,UNCHANGED
S?dema?,1,S?dema?,UNCHANGED
S?holar,1,S?holar,UNCHANGED
S?hoolar,1,S?hoolar,UNCHANGED
S?man,1,S?man,UNCHANGED
S?nsage Manufacter,1,S?nsage Manufacter,UNCHANGED
S?wing Teacher,1,S?wing Teacher,UNCHANGED
Sa Doffer,1,Sa Doffer,UNCHANGED
Sa?,1,Sa?,UNCHANGED
Saamster,1,Saamster,UNCHANGED
Sabaglist,1,Sabaglist,UNCHANGED
Sabbath School Agnet,1,Sabbath School Agnet,UNCHANGED
Sable Boy Domestic Servant,1,Sable Boy Domestic Servant,UNCHANGED
Sace Maker,1,Sace Maker,UNCHANGED
Sacholar,1,Sacholar,UNCHANGED
Sachool Boy,1,Sachool Boy,UNCHANGED
Sack and Bag Merchant,1,Sack and Bag Merchant,UNCHANGED
Sack Branding,1,Sack Branding,UNCHANGED
Sack Carrier,1,Sack Carrier,UNCHANGED
Sack Factory,1,Sack Factory,UNCHANGED
Sack Marker,1,Sack Marker,UNCHANGED
Sack Stitching,1,Sack Stitching,UNCHANGED
Sack Storeman,1,Sack Storeman,UNCHANGED
Sacken Weaver,1,Sacken Weaver,UNCHANGED
Sackes B Maker,1,Sackes B Maker,UNCHANGED
Sacking Weaver,1,Sacking Weaver,UNCHANGED
Sackmaker,1,Sackmaker,UNCHANGED
Sackmaking,1,Sackmaking,UNCHANGED
Saclar,1,Saclar,UNCHANGED
Sacolar,1,Sacolar,UNCHANGED
Sacrestan,1,Sacrestan,UNCHANGED
Sacriotan,1,Sacriotan,UNCHANGED
Sacristain,1,Sacristain,UNCHANGED
Sacristan at Cathd,1,Sacristan at Cathd,UNCHANGED
Sacristan of Church,1,Sacristan of Church,UNCHANGED
Sacristan of St Mary's and R. C. Church,1,Sacristan of St Mary's and R. C. Church,UNCHANGED
Sacristan of the Church,1,Sacristan of the Church,UNCHANGED
Sacristan R. C. Church,1,Sacristan R. C. Church,UNCHANGED
Sacristan Sexton,1,Sacristan Sexton,UNCHANGED
"Sacristan, Church Servant",1,"Sacristan, Church Servant",UNCHANGED
Sacristian,1,Sacristian,UNCHANGED
Sacristian Clerk,1,Sacristian Clerk,UNCHANGED
Sacurtan,1,Sacurtan,UNCHANGED
Sacustan,1,Sacustan,UNCHANGED
Saddaler,1,Saddaler,UNCHANGED
Saddar,1,Saddar,UNCHANGED
Saddeer,1,Saddeer,UNCHANGED
Saddelier,1,Saddelier,UNCHANGED
Sadder and Harness Maker,1,Sadder and Harness Maker,UNCHANGED
Sadder Apprentice,1,Sadder Apprentice,UNCHANGED
Sadder's Daughter,1,Sadder's Daughter,UNCHANGED
Sadderer,1,Sadderer,UNCHANGED
Saddery and Boot Merchant,1,Saddery and Boot Merchant,UNCHANGED
Saddier,1,Saddier,UNCHANGED
Saddle and Harness Maker Master,1,Saddle and Harness Maker Master,UNCHANGED
Saddle and Harnessm,1,Saddle and Harnessm,UNCHANGED
Saddle Harness Maker,1,Saddle Harness Maker,UNCHANGED
Saddlen,1,Saddlen,UNCHANGED
"Saddler ""Apprentice""",1,"Saddler ""Apprentice""",UNCHANGED
"Saddler ""Master""",1,"Saddler ""Master""",UNCHANGED
Saddler and C,1,Saddler and C,UNCHANGED
Saddler and Carriage Builder,1,Saddler and Carriage Builder,UNCHANGED
Saddler and Harners Maker,1,Saddler and Harners Maker,UNCHANGED
Saddler and Harnes Maker,1,Saddler and Harnes Maker,UNCHANGED
Saddler and Harness,1,Saddler and Harness,UNCHANGED
Saddler and Harness M,1,Saddler and Harness M,UNCHANGED
Saddler and Harness Make,1,Saddler and Harness Make,UNCHANGED
Saddler and Harness Master,1,Saddler and Harness Master,UNCHANGED
Saddler and Harness Waller,1,Saddler and Harness Waller,UNCHANGED
Saddler and Postman,1,Saddler and Postman,UNCHANGED
Saddler and Postmaster,1,Saddler and Postmaster,UNCHANGED
Saddler and Publican,1,Saddler and Publican,UNCHANGED
Saddler and Vintner,1,Saddler and Vintner,UNCHANGED
Saddler App,1,Saddler App,UNCHANGED
Saddler Brown,1,Saddler Brown,UNCHANGED
Saddler Domestic Servant,1,Saddler Domestic Servant,UNCHANGED
Saddler Harry Daughter,1,Saddler Harry Daughter,UNCHANGED
Saddler Journey Man,1,Saddler Journey Man,UNCHANGED
Saddler Maker,1,Saddler Maker,STANDARD
Saddler Mistress,1,Saddler Mistress,UNCHANGED
Saddler Paint Much Farming,1,Saddler Paint Much Farming,UNCHANGED
Saddler Unempld,1,Saddler Unempld,UNCHANGED
Saddler Unemployed,1,Saddler Unemployed,UNCHANGED
Saddler's,1,Saddler's,UNCHANGED
Saddler's Apprene,1,Saddler's Apprene,UNCHANGED
Saddler's Daughter,1,Saddler's Daughter,UNCHANGED
Saddler's Ironmonger,1,Saddler's Ironmonger,UNCHANGED
Saddler's Ironmongers,1,Saddler's Ironmongers,UNCHANGED
Saddler's Son,1,Saddler's Son,UNCHANGED
Saddler's Wife,1,Saddler's Wife,UNCHANGED
"Saddler, and Harness Maker",1,"Saddler, and Harness Maker",UNCHANGED
"Saddler, Aprentice",1,"Saddler, Aprentice",UNCHANGED
"Saddler, Master",1,"Saddler, Master",UNCHANGED
Saddlers,1,Saddlers,UNCHANGED
Saddlers and Harmess,1,Saddlers and Harmess,UNCHANGED
Saddlers Iron Monger,1,Saddlers Iron Monger,UNCHANGED
Saddlers Manager,1,Saddlers Manager,UNCHANGED
Saddlers Porter,1,Saddlers Porter,UNCHANGED
Saddlers Shopman,1,Saddlers Shopman,UNCHANGED
Saddlers Son,1,Saddlers Son,UNCHANGED
Saddlery,1,Saddlery,UNCHANGED
Saddlery and Iromogers,1,Saddlery and Iromogers,UNCHANGED
Saddlery Assistant,1,Saddlery Assistant,UNCHANGED
Saddlery Estab,1,Saddlery Estab,UNCHANGED
Saddlery Establishment,1,Saddlery Establishment,UNCHANGED
Saddlery Shop Assistant,1,Saddlery Shop Assistant,UNCHANGED
Saddles,1,Saddles,UNCHANGED
Saddley Manufacturer,1,Saddley Manufacturer,UNCHANGED
Saddlir,1,Saddlir,UNCHANGED
Saddlor,1,Saddlor,UNCHANGED
Sadelier,1,Sadelier,UNCHANGED
Sader,1,Sader,UNCHANGED
Sadip Maid,1,Sadip Maid,UNCHANGED
Sadlar,1,Sadlar,UNCHANGED
Sadlar and helps and Housekeeping,1,Sadlar and helps and Housekeeping,UNCHANGED
Sadleman no Employment,1,Sadleman no Employment,UNCHANGED
Sadler and Harmess Maker,1,Sadler and Harmess Maker,UNCHANGED
Sadler Harmess,1,Sadler Harmess,UNCHANGED
Sadler Master,1,Sadler Master,UNCHANGED
Sadler's Daughter,1,Sadler's Daughter,UNCHANGED
Sadleress,1,Sadleress,UNCHANGED
Sadlers Apprentice,1,Sadlers Apprentice,UNCHANGED
Sadlers Ironmonger,1,Sadlers Ironmonger,UNCHANGED
Sadlers Wife,1,Sadlers Wife,UNCHANGED
Sadlery,1,Sadlery,UNCHANGED
Sadller,1,Sadller,UNCHANGED
Sador and Cutter,1,Sador and Cutter,UNCHANGED
Saeford Police Pensioner,1,Saeford Police Pensioner,UNCHANGED
Saelsman Drapery,1,Saelsman Drapery,UNCHANGED
Saevegag,1,Saevegag,UNCHANGED
Safe and Cycle Merchant,1,Safe and Cycle Merchant,UNCHANGED
Safe Indending House Hold,1,Safe Indending House Hold,UNCHANGED
Safe Maker etc,1,Safe Maker etc,UNCHANGED
Safe Trade Office Assistant,1,Safe Trade Office Assistant,UNCHANGED
Saffer Royal Engineers Surveyor,1,Saffer Royal Engineers Surveyor,UNCHANGED
Saffering,1,Saffering,UNCHANGED
Saffold Builder,1,Saffold Builder,UNCHANGED
Sager in Valid Cavatry,1,Sager in Valid Cavatry,UNCHANGED
Sahalr,1,Sahalr,UNCHANGED
Sahatory Plumbr.,1,Sahatory Plumbr.,UNCHANGED
Said Many,1,Said Many,UNCHANGED
Said Mill Labourer,1,Said Mill Labourer,UNCHANGED
Sail maker,1,Sail maker,UNCHANGED
Sail Maker and Farmer,1,Sail Maker and Farmer,UNCHANGED
Sail Maker and Pilot,1,Sail Maker and Pilot,UNCHANGED
Sail Maker Anuities Retired,1,Sail Maker Anuities Retired,UNCHANGED
Sail Maker En,1,Sail Maker En,UNCHANGED
Sail Maker H M S Clerk,1,Sail Maker H M S Clerk,UNCHANGED
Sail Makers Apprentice,1,Sail Makers Apprentice,UNCHANGED
Sail Merchant,1,Sail Merchant,UNCHANGED
Sailar Man,1,Sailar Man,UNCHANGED
Sailemaker,1,Sailemaker,UNCHANGED
Saileor,1,Saileor,UNCHANGED
Sailer Mercantice Marine,1,Sailer Mercantice Marine,UNCHANGED
Sailes,1,Sailes,UNCHANGED
Sailing a Turf Boat,1,Sailing a Turf Boat,UNCHANGED
Sailing Ship Rigger,1,Sailing Ship Rigger,UNCHANGED
Sailmaker Master,1,Sailmaker Master,UNCHANGED
Sailmaker Unemployed,1,Sailmaker Unemployed,UNCHANGED
Sailmakere,1,Sailmakere,UNCHANGED
Sailoar,1,Sailoar,UNCHANGED
Sailor A B.,1,Sailor A B.,UNCHANGED
Sailor A.B,1,Sailor A.B,UNCHANGED
Sailor and Carpenter,1,Sailor and Carpenter,UNCHANGED
Sailor and Mason,1,Sailor and Mason,UNCHANGED
Sailor and Merchant,1,Sailor and Merchant,UNCHANGED
Sailor at School,1,Sailor at School,UNCHANGED
Sailor at Sea,1,Sailor at Sea,UNCHANGED
Sailor at Sea Retired 2 April 1901,1,Sailor at Sea Retired 2 April 1901,UNCHANGED
Sailor B H,1,Sailor B H,UNCHANGED
Sailor Boatsmaid male,1,Sailor Boatsmaid male,UNCHANGED
Sailor Capt,1,Sailor Capt,UNCHANGED
Sailor Captn,1,Sailor Captn,UNCHANGED
Sailor Chief Officer,1,Sailor Chief Officer,UNCHANGED
Sailor Coal Boat,1,Sailor Coal Boat,UNCHANGED
Sailor Coastguard Boatman,1,Sailor Coastguard Boatman,UNCHANGED
Sailor First Mate,1,Sailor First Mate,UNCHANGED
